circuit,time,fpi,wind,gust,percent,total_customers_impacted,residential_customers,commercial_industrial_customers,medical_baseline_customers,other_customers,residential,commercial,medical,other
BOOTLEGGER,2021-10-23 17:40:00,0.0,3.2285990383298486,35.22045442162529,10.41483560751564,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 17:50:00,0.3570857737285965,4.65470891001953,30.52770525291056,15.015190032321064,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 18:00:00,0.4815521967271837,5.729970740997129,35.201775140198,18.483776583861708,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 18:10:00,0.5062143087714057,5.629557894623559,38.07992889145883,18.159864176205023,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 18:20:00,0.640277664517724,3.827045305121992,32.72339004923812,12.345307435877393,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 18:30:00,0.755325107599547,1.42346341312248,28.95854830475721,4.59181746168542,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 18:40:00,0.133099849559332,0.0,26.9047589721087,0.5848860646110586,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 18:50:00,0.1977692258447952,0.0,29.88888201993638,0.6497583047812256,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 19:00:00,0.8038253406622844,0.0,31.218781799672858,0.6786691695581056,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 19:10:00,0.4389262199638102,0.0,30.21062086328317,0.6567526274626777,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 19:20:00,0.2382613671335116,0.8542797594905536,34.60556737947678,2.755741159646947,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 19:30:00,0.4308000793877563,0.0,26.713971651119145,0.5807385141547641,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 19:40:00,0.8395099856661458,0.7077441731383863,33.37953264272668,2.283045719801246,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 19:50:00,1.2599427377905084,1.2019835473406757,31.252158626350088,3.877366281744115,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 20:00:00,1.1966860399359969,0.6334594334200006,28.337282657184787,2.043417527161292,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 20:10:00,1.1351871485167426,1.827465904425246,28.68491240071825,5.895051304597568,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 20:20:00,1.6945630894225665,1.8184660759721691,36.337785414418505,5.866019599910223,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 20:30:00,1.4737160808779417,1.247121604686099,30.71913476655317,4.022972918342255,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 20:40:00,1.9838254016042507,1.6393249379712804,38.84998319372863,5.288144961197679,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 20:50:00,1.5782484388592732,2.119295372125507,32.31940039133707,6.836436684275829,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 21:00:00,1.6812991735407157,2.517039765971986,31.22015232732688,8.119483116038664,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 21:10:00,1.7595778194814682,2.548377983581408,30.330801013630097,8.220574140585187,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 21:20:00,1.6820282664675332,3.431703847233329,29.85536568848576,11.070012410430094,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 21:30:00,1.7114369659652515,2.370365725468883,32.55546062296311,7.646341049899622,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 21:40:00,1.9083332463145983,2.079408674481085,31.0029361684648,6.70776991768092,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 21:50:00,1.9848396186828048,1.5126718320831545,36.36929973749142,4.8795865551069495,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 22:00:00,1.859723704274832,1.8082063065422869,35.1715913575818,5.832923569491248,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 22:10:00,1.6554989225897658,1.367241200042976,35.04122404218127,4.410455484009599,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 22:20:00,0.9524568106249552,2.3736634854003897,33.562652342260094,7.656978985162548,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 22:30:00,0.9344227795480348,3.451993664082443,28.315658330811477,11.135463432524013,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 22:40:00,1.030071775976504,2.589739321700407,31.16913648654401,8.353997811936797,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 22:50:00,1.1389832913729925,3.1350285866127385,31.89081039589076,10.112995440686252,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 23:00:00,0.6092533436747885,3.2442448929799843,33.86404427510364,10.465306106387043,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 23:10:00,0.6017104115512656,3.0682321141046422,34.826598771685184,9.897522948724651,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 23:20:00,0.5256466490165675,2.5383929599325654,37.51149779516395,8.188364386879243,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 23:30:00,0.8656046727045026,2.389105955998165,27.9933445576444,7.706793406445693,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 23:40:00,0.6021067636241719,4.020425215664622,25.93609036076475,12.969113598918131,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-23 23:50:00,1.1613011438541685,4.427149426465038,32.93094291887971,14.281127182145283,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 00:00:00,1.394270788789829,4.336151115848987,32.22339885907195,13.987584244674151,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 00:10:00,1.6523690178061987,3.954492040222301,31.78870017540596,12.756425936200973,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 00:20:00,1.4933339224898965,4.247119022180937,39.21638117941329,13.700383942519151,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 00:30:00,1.387356581178245,4.020226435722111,28.993304548849952,12.968472373297132,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 00:40:00,1.5168365497841878,4.31508683241746,33.93270327957943,13.91963494328213,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 00:50:00,1.827081463049628,4.742888544134265,29.05886095053652,15.299640464949244,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 01:00:00,2.1681743009195764,4.146080348655345,33.49742521731529,13.374452737597888,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 01:10:00,2.137269515992425,4.612746679433046,36.21870441346556,14.879827998171116,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 01:20:00,2.635974260441227,3.1624702918138268,29.37044477348553,10.201517070367183,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 01:30:00,2.284526578704773,3.064141432003636,36.03666511202906,9.884327200011729,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 01:40:00,2.4435143711927423,3.846473404381019,31.16388537267606,12.40797872380974,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 01:50:00,2.4386014686817346,5.305700304338927,34.76518895559801,17.115162272061056,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 02:00:00,2.289039975739007,6.162246930145321,34.56020311680103,19.878215903694585,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 02:10:00,1.4975416282977947,6.059355878756368,34.82125078371709,19.546309286310866,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 02:20:00,1.8920386885150065,6.20269683534204,34.600795712168264,20.00869946884529,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 02:30:00,1.7669509632872633,6.216493562492393,31.041289114976244,20.05320504029804,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 02:40:00,2.433559858656953,7.947941840957121,31.182904632974232,25.638522067603613,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 02:50:00,2.660823307085063,8.428211009910981,32.42750107416146,27.187777451325744,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 03:00:00,3.036321312561285,8.115338330512804,33.69387035509859,26.17851074358969,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 03:10:00,3.5130730857116483,9.326611491737983,30.33276702469488,30.085843521735438,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 03:20:00,3.712065925149581,9.17071653974329,35.6507357349874,29.582956579817065,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 03:30:00,3.5380861446869303,9.669832865085596,36.92280040799967,31.1930092422116,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 03:40:00,3.159382820331281,8.810226079436074,32.36773517957373,28.42008412721314,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 03:50:00,3.221416566060643,8.183616909618229,34.21885758381851,26.398764224574933,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 04:00:00,3.178350553247377,8.030167027597392,32.73889743166673,25.903764605152872,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 04:10:00,2.574406107513008,6.895553632177272,35.61443070184557,22.243721394120232,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 04:20:00,2.1896448028835587,5.819868034908911,34.42306123675712,18.77376785454487,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 04:30:00,1.90564518711842,7.4111697963759875,35.6308286631399,23.906999343148343,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 04:40:00,1.8372402534863177,7.2407545905765796,43.31241905394163,23.357272872827675,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 04:50:00,2.1205487105804544,8.289128408916264,37.86939992885965,26.739123899729883,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 05:00:00,2.2631110509080328,8.018863020905703,34.394502407272824,25.867300067437757,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 05:10:00,1.90036620512901,7.821576778571444,34.14910121839581,25.230892834101432,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 05:20:00,1.6834032492466884,7.28180388812634,34.4176391503358,23.489689961697877,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 05:30:00,1.0019043822248277,7.586447648412489,35.833857150848814,24.472411769072544,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 05:40:00,0.3744411547977478,6.981340999958514,39.03931986861673,22.52045483857585,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 05:50:00,0.5002133967902999,6.436470528636502,39.60220659396689,20.76280815689194,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 06:00:00,0.6983550696753598,6.269100498339134,33.61318883120904,20.222904833352047,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 06:10:00,0.0375574686451392,7.37940753062125,26.005806453524595,23.804540421358872,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 06:20:00,0.0,8.104061384284927,36.73272677733456,26.142133497693315,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 06:30:00,0.0,8.149478862687058,35.35648989190219,26.288641492538893,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 06:40:00,0.0,8.797580679147215,40.14801396122001,28.37929251337811,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 06:50:00,0.0,8.26361535651264,40.01399633578109,26.656823730685936,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 07:00:00,0.4654502695125222,7.122322599062095,30.615236902612825,22.975234190522887,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 07:10:00,1.144108529928414,8.749453282859548,28.92611729178399,28.22404284793403,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 07:20:00,0.7717739840463852,9.01097922071826,35.726669874466,29.067674905542766,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 07:30:00,1.3559603583534474,9.06620327233228,34.47494302327242,29.245817007523485,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 07:40:00,1.703121446603992,8.113941491781334,34.86904672365568,26.17400481219785,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 07:50:00,1.7647602275357133,8.278508016494559,40.17728292094245,26.70486456933729,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 08:00:00,1.698791195110884,7.37661830431844,36.46339062138418,23.795542917156254,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 08:10:00,1.483659785659452,7.335659484852428,31.56361428895273,23.66341769307235,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 08:20:00,1.297104620112841,5.853546038832529,31.314240632459438,18.882406576879127,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 08:30:00,1.233585447747061,6.849695928782971,35.69784717256486,22.095793318654746,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 08:40:00,0.7967723094161889,6.152457854192018,28.317032422226607,19.84663823932909,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 08:50:00,0.991186801186058,6.60075737083638,41.26846974097364,21.29276571237542,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 09:00:00,0.7732713860195398,6.6715600117770055,35.270667228177246,21.52116132831292,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 09:10:00,0.5692426817885314,6.996661200606757,32.991859419271414,22.56987484066696,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 09:20:00,0.4735499185842213,6.184549893042933,27.680832165574856,19.950160945299785,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 09:30:00,0.2899340173166366,6.449781637684132,31.358729458027625,20.80574721833591,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 09:40:00,0.2633568825864863,7.0288068086112485,38.50437089141197,22.673570350358865,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 09:50:00,0.7177549112150228,6.594567770000097,37.32919774097029,21.27279925806483,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 10:00:00,0.8215677135528736,7.4574796873694975,39.99579998781999,24.0563860882887,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 10:10:00,0.8573363194651197,8.457573884217211,32.09297379580521,27.282496400700683,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 10:20:00,0.9499777507764584,9.27898082713492,36.62801130709021,29.93219621656425,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 10:30:00,0.9639365941324016,8.338909844232814,31.73635049593555,26.899709174944565,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 10:40:00,1.245115621291229,7.384759965820923,33.0512676729837,23.821806341357814,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 10:50:00,0.7240102916349274,8.379416578609767,37.38248632185668,27.030376060031507,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 11:00:00,0.8656502709117796,10.192167787423084,44.3635537302952,32.87796060459059,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 11:10:00,1.4928299511031686,11.724086925526256,36.58875375319389,37.81963524363308,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 11:20:00,1.4100499530867858,11.21888854017987,35.62592564552236,36.18996303283829,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 11:30:00,0.6680502128836358,10.257603494155797,33.44010544710408,33.08904352953483,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 11:40:00,0.4759196267701975,10.997153106731744,32.61725368826424,35.47468744107014,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 11:50:00,0.4958094987096918,10.890967116089495,35.849330372946625,35.13215198738547,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 12:00:00,0.0,11.442992540212089,34.64621066451761,36.91287916197447,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 12:10:00,0.0,11.580629411624823,39.65785719033138,37.35686906975749,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 12:20:00,0.6643991817036261,13.753986427964804,40.527073611591966,44.367698154725176,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 12:30:00,0.7927182682118159,14.384519138985638,35.49534905446434,46.40167464188916,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 12:40:00,0.4652240033018522,14.911259444168808,40.9149050025733,48.10083691667357,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 12:50:00,0.8012127189431517,16.22892646911245,43.02122239065644,52.351375706814366,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 13:00:00,1.2700687868604068,16.465001855961017,40.8846533684692,53.11290921277747,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 13:10:00,1.823592072373982,17.001051851419785,42.16560589673284,54.84210274651543,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 13:20:00,2.3733061990698667,14.579760890295711,40.5309707996818,47.03148674288939,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 13:30:00,2.1776841733362304,14.92033722265047,37.19159741159811,48.13012007306604,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 13:40:00,1.6102645109012967,16.097627099427495,42.68580871584327,51.92782935299192,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 13:50:00,2.074180566990281,15.25843348208384,40.11931902142948,49.22075316801239,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 14:00:00,2.219917640727599,16.560507370455905,33.61512059211767,53.42099151759969,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 14:10:00,2.3559063239819404,17.15621718303838,41.29594077752226,55.34263607431736,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 14:20:00,3.06604652665,18.334444391739005,40.71050597825585,59.14336900560969,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 14:30:00,3.1647131796854424,19.54586054397376,39.3535312151695,63.05116304507663,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 14:40:00,2.75266104579288,18.843162095538112,36.42729663453563,60.78439385657456,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
BOOTLEGGER,2021-10-24 14:50:00,2.859489912537408,18.91027402315719,38.960101332495015,61.00088394566835,1498.0,1399.0,61.0,28.0,0.0,True,True,True,False
