,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (°),HlyWindSpd (MPH)
70,0.8611111111111112,1.0,0.8472222222222222,0.9305555555555556,0.8055555555555556,0.0,1.0,1.0,0.5277777777777778,1.0,1.0,0.9861111111111112,0.9444444444444444,0.6666666666666666
71,0.9722222222222222,1.0,0.8194444444444444,1.0,0.8888888888888888,0.0,1.0,1.0,0.5555555555555556,1.0,1.0,0.9861111111111112,1.0,0.6805555555555556
75,0.9861111111111112,0.7777777777777778,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,1.0,0.9861111111111112,0.875,1.0,1.0,0.8055555555555556,1.0,0.9861111111111112
77,0.7638888888888888,1.0,0.8333333333333334,1.0,0.8611111111111112,0.0,1.0,1.0,0.4583333333333333,1.0,1.0,1.0,1.0,0.4583333333333333
78,1.0,0.8611111111111112,0.9861111111111112,1.0,0.9861111111111112,0.0,0.9861111111111112,1.0,0.9027777777777778,1.0,1.0,0.8333333333333334,0.9583333333333334,0.9583333333333334
80,1.0,1.0,0.9305555555555556,1.0,0.9722222222222222,0.0,1.0,1.0,0.9305555555555556,1.0,1.0,1.0,0.9861111111111112,0.9722222222222222
83,0.6111111111111112,0.9166666666666666,0.8194444444444444,1.0,0.7222222222222222,0.0,1.0,0.9166666666666666,0.5138888888888888,1.0,1.0,1.0,0.9861111111111112,0.5833333333333334
84,0.8611111111111112,1.0,0.9305555555555556,1.0,0.9444444444444444,0.0,1.0,1.0,0.7638888888888888,1.0,1.0,0.9861111111111112,0.9305555555555556,0.9444444444444444
87,1.0,0.9027777777777778,0.9583333333333334,0.9444444444444444,1.0,0.0,1.0,0.9583333333333334,0.9027777777777778,1.0,1.0,0.9166666666666666,1.0,0.9583333333333334
88,1.0,0.9166666666666666,0.9583333333333334,1.0,1.0,0.0,1.0,1.0,0.8611111111111112,1.0,1.0,0.9583333333333334,1.0,0.7083333333333334
90,1.0,1.0,0.9305555555555556,0.9166666666666666,0.9305555555555556,0.0,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,0.9722222222222222,0.6666666666666666
91,0.9444444444444444,0.8611111111111112,0.8472222222222222,1.0,0.8333333333333334,0.0,1.0,0.8611111111111112,0.7222222222222222,1.0,1.0,0.8611111111111112,1.0,0.9166666666666666
92,0.9305555555555556,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9583333333333334,0.6805555555555556
99,1.0,0.8472222222222222,0.9722222222222222,0.9027777777777778,0.9861111111111112,0.0,1.0,1.0,0.9583333333333334,1.0,0.9861111111111112,0.75,0.9444444444444444,0.9722222222222222
103,0.875,0.9305555555555556,0.75,0.9861111111111112,0.875,0.0,1.0,0.9305555555555556,0.4444444444444444,1.0,1.0,0.9861111111111112,1.0,0.5138888888888888
104,0.8888888888888888,1.0,1.0,0.9722222222222222,0.9722222222222222,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,1.0,1.0,0.8888888888888888,1.0,0.9444444444444444,0.0,1.0,1.0,0.8194444444444444,1.0,1.0,1.0,1.0,0.9166666666666666
106,0.8888888888888888,1.0,0.9444444444444444,0.9027777777777778,0.9861111111111112,0.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.9166666666666666
107,0.9305555555555556,0.8194444444444444,1.0,0.9722222222222222,0.9861111111111112,0.0,0.9583333333333334,0.9305555555555556,0.9166666666666666,1.0,0.9861111111111112,0.7361111111111112,1.0,0.9444444444444444
109,0.625,0.9166666666666666,0.9444444444444444,1.0,0.9444444444444444,0.0,0.9861111111111112,0.9166666666666666,0.8055555555555556,1.0,1.0,1.0,0.9305555555555556,0.9027777777777778
113,1.0,1.0,0.9722222222222222,1.0,0.9861111111111112,0.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0
114,1.0,1.0,0.9166666666666666,0.9861111111111112,0.9583333333333334,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,0.9583333333333334
116,0.4583333333333333,0.8194444444444444,0.0,0.0,0.0,0.0,1.0,0.7916666666666666,0.9166666666666666,0.7083333333333334,0.9722222222222222,0.9861111111111112,1.0,0.9027777777777778
117,1.0,0.9027777777777778,1.0,0.9166666666666666,0.9861111111111112,0.0,1.0,0.9583333333333334,0.8611111111111112,1.0,1.0,0.9305555555555556,1.0,0.8472222222222222
121,0.8333333333333334,1.0,0.6388888888888888,1.0,0.6944444444444444,0.0,1.0,1.0,0.3194444444444444,1.0,1.0,1.0,1.0,0.4444444444444444
124,0.8472222222222222,0.9166666666666666,0.8333333333333334,1.0,0.9027777777777778,0.0,1.0,0.9583333333333334,0.7083333333333334,1.0,1.0,0.9444444444444444,1.0,0.7361111111111112
125,1.0,1.0,0.8611111111111112,1.0,0.8472222222222222,0.0,1.0,1.0,0.7361111111111112,1.0,1.0,1.0,1.0,0.75
126,1.0,1.0,0.9583333333333334,1.0,0.9861111111111112,0.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.875
129,0.8611111111111112,1.0,0.9305555555555556,1.0,0.9444444444444444,0.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.8888888888888888
131,0.9305555555555556,1.0,0.8611111111111112,1.0,0.8611111111111112,0.0,1.0,0.9861111111111112,0.6944444444444444,1.0,1.0,1.0,0.9861111111111112,0.7361111111111112
135,1.0,0.7222222222222222,0.0,0.0,0.0,0.0,1.0,0.9583333333333334,0.9444444444444444,1.0,1.0,0.8472222222222222,0.7916666666666666,0.9861111111111112
136,1.0,0.9444444444444444,0.9027777777777778,1.0,0.9861111111111112,0.0,1.0,0.9861111111111112,0.9583333333333334,1.0,1.0,0.9444444444444444,1.0,0.9444444444444444
139,0.8888888888888888,0.9861111111111112,0.0,0.0,0.0,0.0,1.0,0.9861111111111112,0.4444444444444444,1.0,0.9583333333333334,1.0,1.0,0.4027777777777778
140,0.8888888888888888,1.0,0.75,1.0,0.8194444444444444,0.0,1.0,1.0,0.3055555555555556,1.0,1.0,1.0,1.0,0.4861111111111111
142,0.9583333333333334,1.0,1.0,1.0,0.9861111111111112,0.0,1.0,1.0,0.9305555555555556,1.0,1.0,0.9861111111111112,0.9722222222222222,0.9722222222222222
143,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9166666666666666,0.0,1.0,1.0,0.875,1.0,0.9722222222222222,1.0,1.0,0.9444444444444444
144,0.7777777777777778,1.0,0.7916666666666666,1.0,0.8055555555555556,0.0,1.0,1.0,0.5,1.0,0.9861111111111112,1.0,1.0,0.5555555555555556
146,0.9861111111111112,1.0,0.9722222222222222,1.0,1.0,0.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,1.0,0.9861111111111112
147,1.0,0.8194444444444444,0.9305555555555556,0.9861111111111112,1.0,0.0,1.0,1.0,0.8472222222222222,1.0,1.0,0.7083333333333334,1.0,0.8333333333333334
148,1.0,1.0,0.9444444444444444,0.9861111111111112,0.9583333333333334,0.0,1.0,1.0,0.9027777777777778,1.0,1.0,1.0,0.9861111111111112,0.9166666666666666
150,1.0,0.75,0.9583333333333334,1.0,0.9583333333333334,0.0,1.0,1.0,0.9027777777777778,1.0,1.0,0.6666666666666666,1.0,0.9305555555555556
151,1.0,0.7777777777777778,0.9861111111111112,0.9861111111111112,0.0,0.9583333333333334,1.0,0.8472222222222222,0.0,1.0,1.0,0.8333333333333334,1.0,0.9444444444444444
152,1.0,0.6944444444444444,0.7222222222222222,1.0,0.6805555555555556,0.0,0.9722222222222222,1.0,0.9861111111111112,1.0,1.0,0.7361111111111112,0.9305555555555556,0.9305555555555556
153,1.0,0.8472222222222222,0.9027777777777778,1.0,0.9861111111111112,0.0,1.0,0.9722222222222222,0.8472222222222222,1.0,1.0,0.875,1.0,0.875
155,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4166666666666667,0.3055555555555556,1.0,1.0,0.9444444444444444,0.4166666666666667
157,0.7222222222222222,0.9583333333333334,0.8611111111111112,1.0,0.9027777777777778,0.0,1.0,0.9583333333333334,0.6527777777777778,1.0,0.9861111111111112,1.0,0.9861111111111112,0.7222222222222222
158,0.7638888888888888,0.9444444444444444,0.9444444444444444,0.9027777777777778,0.9722222222222222,0.0,1.0,0.9444444444444444,0.8333333333333334,1.0,0.9861111111111112,1.0,1.0,0.8472222222222222
159,1.0,0.7916666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.8611111111111112,1.0,1.0,0.7777777777777778,0.8055555555555556,0.8472222222222222
160,0.9583333333333334,1.0,0.8611111111111112,1.0,0.8888888888888888,0.0,0.9722222222222222,0.9583333333333334,0.7361111111111112,1.0,1.0,1.0,1.0,0.9305555555555556
163,1.0,1.0,0.9861111111111112,1.0,1.0,0.0,0.9722222222222222,1.0,1.0,0.0,1.0,1.0,1.0,1.0
165,1.0,0.9861111111111112,0.9583333333333334,1.0,0.9722222222222222,0.0,1.0,1.0,0.7777777777777778,1.0,1.0,0.9861111111111112,1.0,0.8888888888888888
169,1.0,1.0,0.9861111111111112,1.0,0.9861111111111112,0.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.9166666666666666
170,0.7361111111111112,0.9583333333333334,0.9722222222222222,0.9583333333333334,0.9166666666666666,0.0,1.0,0.9583333333333334,0.5833333333333334,1.0,0.9722222222222222,1.0,0.9861111111111112,0.6388888888888888
171,0.9583333333333334,1.0,1.0,0.875,0.9722222222222222,0.0,1.0,1.0,0.6666666666666666,1.0,0.9722222222222222,1.0,1.0,0.7777777777777778
173,1.0,0.875,0.9861111111111112,1.0,0.9722222222222222,0.0,1.0,0.7361111111111112,0.9583333333333334,1.0,1.0,0.8611111111111112,1.0,0.9583333333333334
174,1.0,0.9444444444444444,0.9722222222222222,1.0,1.0,0.0,1.0,1.0,0.6388888888888888,1.0,1.0,0.8472222222222222,1.0,0.9166666666666666
175,1.0,0.875,1.0,0.875,0.0,0.9722222222222222,1.0,0.9444444444444444,1.0,1.0,1.0,0.8472222222222222,0.9861111111111112,0.9722222222222222
178,0.7916666666666666,0.9861111111111112,0.8611111111111112,1.0,0.9027777777777778,0.0,1.0,0.9861111111111112,0.5555555555555556,1.0,1.0,1.0,1.0,0.7083333333333334
179,1.0,0.9861111111111112,0.9861111111111112,1.0,1.0,0.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,1.0,0.9444444444444444
181,1.0,1.0,0.9861111111111112,0.9722222222222222,0.0,1.0,1.0,0.9861111111111112,0.7916666666666666,1.0,1.0,0.9305555555555556,0.9861111111111112,0.8472222222222222
182,1.0,1.0,1.0,1.0,0.9861111111111112,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,1.0
183,1.0,0.9722222222222222,0.0,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,0.4027777777777778
184,1.0,0.625,0.9861111111111112,1.0,0.9722222222222222,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,0.5972222222222222,1.0,0.9305555555555556
187,0.8472222222222222,0.9305555555555556,0.7777777777777778,1.0,0.8472222222222222,0.0,1.0,0.9305555555555556,0.5277777777777778,1.0,0.9861111111111112,1.0,1.0,0.6527777777777778
191,0.9861111111111112,1.0,0.9027777777777778,1.0,0.9444444444444444,0.0,1.0,1.0,0.4305555555555556,1.0,1.0,1.0,1.0,0.625
192,1.0,0.9583333333333334,1.0,0.8472222222222222,1.0,0.0,1.0,0.9305555555555556,1.0,1.0,1.0,1.0,1.0,1.0
193,0.9027777777777778,1.0,0.9583333333333334,1.0,0.9861111111111112,0.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,1.0,1.0
194,0.5694444444444444,1.0,0.7638888888888888,1.0,0.8333333333333334,0.0,1.0,1.0,0.6527777777777778,1.0,1.0,1.0,1.0,0.6805555555555556
195,0.9027777777777778,1.0,0.9583333333333334,1.0,0.9583333333333334,0.0,1.0,1.0,0.9027777777777778,1.0,1.0,1.0,0.9861111111111112,1.0
197,1.0,0.9166666666666666,0.9722222222222222,1.0,1.0,0.0,1.0,0.9305555555555556,0.7083333333333334,1.0,1.0,1.0,1.0,0.7777777777777778
198,1.0,0.9027777777777778,0.6388888888888888,1.0,0.6666666666666666,0.0,1.0,1.0,0.7222222222222222,1.0,1.0,0.8333333333333334,1.0,0.7638888888888888
199,1.0,0.9305555555555556,1.0,0.9722222222222222,0.9861111111111112,0.0,1.0,0.9444444444444444,0.9444444444444444,0.6111111111111112,1.0,1.0,1.0,1.0
200,1.0,0.9583333333333334,0.9305555555555556,0.875,0.9861111111111112,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.9583333333333334,1.0,0.9722222222222222
202,1.0,1.0,0.9722222222222222,0.9027777777777778,0.9722222222222222,0.0,0.9722222222222222,0.9861111111111112,0.6944444444444444,1.0,1.0,1.0,0.9861111111111112,0.7361111111111112
204,1.0,0.9861111111111112,0.8333333333333334,0.9166666666666666,0.8194444444444444,0.0,1.0,1.0,0.8055555555555556,1.0,1.0,0.9861111111111112,0.9861111111111112,0.75
205,0.9722222222222222,1.0,0.9583333333333334,1.0,0.9305555555555556,0.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.9166666666666666
206,0.8333333333333334,1.0,0.75,1.0,0.8472222222222222,0.0,1.0,1.0,0.6527777777777778,1.0,1.0,1.0,1.0,0.7916666666666666
207,1.0,0.9305555555555556,1.0,1.0,0.9722222222222222,0.0,1.0,1.0,0.8472222222222222,1.0,1.0,0.9722222222222222,0.9027777777777778,0.9722222222222222
208,1.0,0.9583333333333334,0.9583333333333334,1.0,0.9861111111111112,0.0,1.0,1.0,0.8611111111111112,1.0,1.0,0.9583333333333334,1.0,0.9027777777777778
209,0.9305555555555556,1.0,0.9583333333333334,1.0,0.9444444444444444,0.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9722222222222222,0.9027777777777778
210,1.0,1.0,0.9861111111111112,1.0,0.9861111111111112,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861111111111112,1.0
211,0.9861111111111112,1.0,0.9166666666666666,1.0,0.9305555555555556,0.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,0.9166666666666666
212,1.0,1.0,0.7083333333333334,1.0,0.7638888888888888,0.0,1.0,1.0,0.4722222222222222,1.0,1.0,1.0,1.0,0.4861111111111111
213,0.8194444444444444,1.0,0.9722222222222222,0.9861111111111112,0.9444444444444444,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6527777777777778,0.8888888888888888
214,0.9861111111111112,1.0,0.9305555555555556,1.0,0.9861111111111112,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,1.0
215,1.0,0.8472222222222222,0.4444444444444444,0.9861111111111112,0.4444444444444444,0.0,1.0,1.0,0.8194444444444444,1.0,1.0,0.9166666666666666,1.0,0.7638888888888888
216,1.0,0.8194444444444444,0.9583333333333334,0.9861111111111112,0.9583333333333334,0.0,1.0,1.0,0.7916666666666666,1.0,1.0,0.8333333333333334,1.0,0.8472222222222222
217,0.9444444444444444,0.9583333333333334,0.6666666666666666,1.0,0.6805555555555556,0.0,0.9583333333333334,1.0,0.7638888888888888,0.8888888888888888,1.0,1.0,0.9861111111111112,0.7638888888888888
218,1.0,0.9166666666666666,0.9305555555555556,1.0,0.9583333333333334,0.0,1.0,0.9722222222222222,0.9305555555555556,1.0,1.0,0.9583333333333334,1.0,0.9305555555555556
219,1.0,0.7916666666666666,0.6388888888888888,1.0,0.6805555555555556,0.0,1.0,1.0,0.9861111111111112,1.0,1.0,0.8611111111111112,1.0,0.9305555555555556
220,1.0,1.0,0.9722222222222222,0.9722222222222222,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.6805555555555556,1.0,0.75
221,1.0,0.8611111111111112,0.8055555555555556,0.9166666666666666,0.875,0.0,1.0,0.9305555555555556,0.7777777777777778,1.0,1.0,1.0,1.0,0.75
222,0.9166666666666666,0.9166666666666666,0.6805555555555556,1.0,0.8055555555555556,0.0,1.0,0.9166666666666666,0.5694444444444444,1.0,1.0,1.0,1.0,0.3472222222222222
223,0.9722222222222222,0.6805555555555556,1.0,1.0,1.0,0.0,1.0,0.9722222222222222,0.7916666666666666,1.0,1.0,0.7638888888888888,0.9722222222222222,0.9166666666666666
224,0.9444444444444444,1.0,0.7777777777777778,0.9027777777777778,0.8333333333333334,0.0,1.0,1.0,0.5833333333333334,1.0,0.9861111111111112,1.0,0.9166666666666666,0.7083333333333334
225,0.8472222222222222,0.9861111111111112,0.9027777777777778,1.0,0.8888888888888888,0.0,1.0,1.0,0.6527777777777778,1.0,0.9861111111111112,1.0,1.0,0.8055555555555556
226,0.8194444444444444,1.0,0.5555555555555556,1.0,0.7361111111111112,0.0,1.0,0.9861111111111112,0.4444444444444444,1.0,1.0,1.0,0.9861111111111112,0.4722222222222222
227,1.0,1.0,0.9722222222222222,1.0,0.9583333333333334,0.0,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.9861111111111112
228,0.8611111111111112,1.0,0.9166666666666666,1.0,0.9166666666666666,0.0,1.0,1.0,0.6527777777777778,1.0,1.0,1.0,0.9861111111111112,0.8611111111111112
229,0.9861111111111112,1.0,0.9583333333333334,1.0,0.9444444444444444,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0
231,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
232,1.0,0.9861111111111112,0.0,0.0,0.0,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,0.9861111111111112,1.0,1.0
233,1.0,0.8611111111111112,0.0,0.0,0.0,0.0,1.0,0.9444444444444444,0.9861111111111112,1.0,1.0,0.9583333333333334,1.0,1.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.8333333333333334,1.0,0.6944444444444444,1.0,0.0,0.7916666666666666,1.0,1.0,0.4027777777777778,1.0,1.0,1.0,1.0,0.4444444444444444
236,0.8194444444444444,1.0,0.7638888888888888,1.0,0.7777777777777778,0.0,1.0,1.0,0.5555555555555556,1.0,0.9444444444444444,1.0,1.0,0.7916666666666666
237,1.0,0.7916666666666666,0.9583333333333334,0.8333333333333334,0.9861111111111112,0.0,1.0,1.0,0.9444444444444444,1.0,0.9861111111111112,0.7638888888888888,0.9861111111111112,0.9027777777777778
239,1.0,0.875,0.9722222222222222,1.0,0.9583333333333334,0.0,1.0,0.9444444444444444,0.7638888888888888,1.0,1.0,1.0,1.0,0.8333333333333334
240,1.0,0.8888888888888888,0.9305555555555556,1.0,0.8611111111111112,0.0,1.0,0.9722222222222222,0.9027777777777778,1.0,1.0,1.0,0.9861111111111112,0.9444444444444444
241,1.0,0.9166666666666666,0.8611111111111112,1.0,0.9722222222222222,0.0,1.0,0.9305555555555556,0.8333333333333334,1.0,1.0,0.7083333333333334,0.9861111111111112,0.8472222222222222
242,0.7361111111111112,1.0,0.5555555555555556,1.0,0.7916666666666666,0.0,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,0.4861111111111111
243,0.8194444444444444,0.9861111111111112,0.5277777777777778,1.0,0.7222222222222222,0.0,0.9722222222222222,1.0,0.4166666666666667,1.0,1.0,1.0,0.9861111111111112,0.4166666666666667
244,0.8194444444444444,1.0,0.7777777777777778,0.9166666666666666,0.8888888888888888,0.0,1.0,1.0,0.4861111111111111,1.0,1.0,1.0,1.0,0.4166666666666667
245,1.0,0.9027777777777778,0.9861111111111112,0.9861111111111112,0.9583333333333334,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.7916666666666666,0.9861111111111112,0.9444444444444444
246,1.0,1.0,0.9861111111111112,1.0,0.9861111111111112,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,0.6111111111111112
247,1.0,1.0,0.75,1.0,0.8194444444444444,0.0,1.0,1.0,0.5277777777777778,1.0,1.0,0.9861111111111112,0.9861111111111112,0.5555555555555556
248,1.0,1.0,0.7777777777777778,0.9444444444444444,0.7777777777777778,0.0,1.0,1.0,0.5,1.0,1.0,0.9861111111111112,1.0,0.5277777777777778
249,0.9861111111111112,1.0,0.8472222222222222,1.0,0.875,0.0,1.0,1.0,0.5277777777777778,1.0,1.0,1.0,0.9861111111111112,0.7083333333333334
251,1.0,1.0,0.9722222222222222,1.0,0.9722222222222222,0.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.9861111111111112,0.9027777777777778
252,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,0.9722222222222222
253,0.8472222222222222,0.9583333333333334,0.9166666666666666,1.0,0.8888888888888888,0.0,1.0,0.9583333333333334,0.875,1.0,1.0,1.0,1.0,0.9305555555555556
254,0.8472222222222222,1.0,0.7916666666666666,1.0,0.9305555555555556,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.625
256,1.0,1.0,0.8888888888888888,1.0,0.0,0.9027777777777778,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.75
257,1.0,1.0,0.8472222222222222,1.0,0.9861111111111112,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.6388888888888888
258,1.0,1.0,0.9861111111111112,1.0,0.9444444444444444,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,0.9861111111111112
259,0.9583333333333334,0.9722222222222222,0.7777777777777778,0.9861111111111112,0.7638888888888888,0.0,1.0,1.0,0.9027777777777778,1.0,0.9861111111111112,0.9861111111111112,1.0,0.8333333333333334
260,0.7083333333333334,1.0,0.8472222222222222,1.0,0.8472222222222222,0.0,1.0,1.0,0.6388888888888888,1.0,1.0,1.0,1.0,0.7916666666666666
261,0.8888888888888888,1.0,0.875,1.0,0.8611111111111112,0.0,1.0,1.0,0.2361111111111111,1.0,0.9583333333333334,1.0,1.0,0.8055555555555556
262,0.6805555555555556,1.0,0.7777777777777778,1.0,0.8888888888888888,0.0,1.0,1.0,0.4722222222222222,1.0,1.0,1.0,0.9583333333333334,0.5972222222222222
263,0.8333333333333334,1.0,0.7361111111111112,0.9166666666666666,0.7777777777777778,0.0,1.0,1.0,0.3472222222222222,1.0,1.0,1.0,1.0,0.8472222222222222
264,1.0,1.0,0.9166666666666666,1.0,0.9583333333333334,0.0,1.0,1.0,0.5694444444444444,0.9861111111111112,1.0,1.0,1.0,0.625
