circuit,time,fpi,wind,gust
BADGER,2021-10-23 12:00:00,0.0,1.7517237012196554,30.75899291317253
CARMELITA,2021-10-23 12:00:00,0.0,0.13692972179318674,32.44850820651538
DUKE,2021-10-23 12:00:00,0.0832484707447328,0.0,29.69547518101621
AMBERCREST,2021-10-23 12:00:00,0.0,0.0,28.35043690394434
LYONS,2021-10-23 12:00:00,0.4789455899961554,0.13979883626786588,26.317035029173326
HAMPSHIRE,2021-10-23 12:00:00,0.3842954537181432,0.34767099272989466,31.96488732561473
SAND CANYON,2021-10-23 12:00:00,0.0,0.0,32.287676121331074
GOLDSMITH,2021-10-23 12:00:00,0.2801461364343001,0.0,25.10192828083571
LANGER,2021-10-23 12:00:00,0.0,0.6718878297310226,34.393448746920185
MORGANSTEIN,2021-10-23 12:00:00,0.0,0.0,34.112705905919924
ROSA,2021-10-23 12:00:00,0.037204754362689454,0.3183881003828377,30.799517535876447
ENERGY,2021-10-23 12:00:00,0.6148290064396871,0.7613464424669791,26.83100052434773
WHITECLIFF,2021-10-23 12:00:00,0.0,0.0,28.91111824668179
BUCKNER,2021-10-23 12:00:00,0.0,0.0,31.822935407978893
ERRINGER,2021-10-23 12:00:00,0.0,0.0,31.20589426515761
HILLCREST,2021-10-23 12:00:00,0.0,0.0,24.667802069775576
SKI HI,2021-10-23 12:00:00,0.0,0.0,33.10041467802037
FROZEN,2021-10-23 12:00:00,0.0,0.0,33.645900951819144
TUBA,2021-10-23 12:00:00,0.0,1.4691377611796566,30.390245273477856
SNOW VALLEY,2021-10-23 12:00:00,0.0,1.0134567956318592,32.75512297177648
CONDOR,2021-10-23 12:00:00,0.12071044534991925,0.0,29.045794594437666
JONAGOLD,2021-10-23 12:00:00,0.2189588236142612,0.625842374492889,24.8823110675292
OAK GLEN,2021-10-23 12:00:00,0.0,0.701195442149432,31.036790450201348
PLATEAU,2021-10-23 12:00:00,0.0,0.8857386434093381,31.26962097588711
ZONE,2021-10-23 12:00:00,0.06181879864180932,0.0,31.285359201265216
BLACKHILLS,2021-10-23 12:00:00,0.1341718822762239,0.7812117730915576,34.77430986838777
LARCH,2021-10-23 12:00:00,0.0,0.31818293024392624,30.89743942454496
CALGROVE,2021-10-23 12:00:00,0.0,0.0,32.51519806089047
DIAMONDBACK,2021-10-23 12:00:00,0.0,0.0,26.55885108987856
BELPAC,2021-10-23 12:00:00,0.0,0.0,27.42753432900159
SAGINAW,2021-10-23 12:00:00,0.0,0.357855043653286,34.040209500519516
MOCCASIN,2021-10-23 12:00:00,0.2614396935619036,0.3012358704406079,33.708724993785516
TOGA,2021-10-23 12:00:00,0.13833749389078231,0.0,34.752416530792715
METTLER,2021-10-23 12:00:00,0.21992774672460536,0.0,30.051359618498374
CAESAR,2021-10-23 12:00:00,0.0,0.0,29.526801308898825
PYTHON,2021-10-23 12:00:00,0.1126358008295333,0.0,27.97081333018763
KINSEY,2021-10-23 12:00:00,0.2189253134242576,0.026367523073834324,35.83766141831618
CUDDEBACK,2021-10-23 12:00:00,0.2542192184259402,0.0,30.506211352948032
BOUQUET,2021-10-23 12:00:00,0.20940569672937204,0.07992594679042864,28.86166536126073
ANTON,2021-10-23 12:00:00,0.0,0.0,28.229063188734578
RED BOX,2021-10-23 12:00:00,0.0,0.4166571831780176,35.72942768533557
PETIT,2021-10-23 12:00:00,0.4704685991525824,0.0,30.982762138702416
LAUDA,2021-10-23 12:00:00,0.1758649750507099,0.0,28.501243053634997
ANGUS,2021-10-23 12:00:00,0.011765977980861486,0.0,28.77645407406823
NAPA,2021-10-23 12:00:00,0.1702314209963459,2.761831877561821,35.972148014629845
CORSAIR,2021-10-23 12:00:00,0.2407767941272147,0.0,29.509670907709612
PASCAL,2021-10-23 12:00:00,0.7296404055418586,0.0,31.304941929059467
VIENTO,2021-10-23 12:00:00,0.0,0.0,32.746229176390564
RUSTIC,2021-10-23 12:00:00,0.0,0.019454265781281583,31.600010049680108
OLIVER,2021-10-23 12:00:00,0.0,0.0,32.02012491770017
BIG ROCK,2021-10-23 12:00:00,0.2907036046974935,0.0,36.473298685408786
LAZARO,2021-10-23 12:00:00,0.0,0.9702504784930164,29.525924314634715
CHAWA,2021-10-23 12:00:00,0.4349005043203533,0.3596622905192106,30.17556367929993
IMPALA,2021-10-23 12:00:00,0.0,0.5940717505862759,27.2895984950984
NORTHPARK,2021-10-23 12:00:00,0.08362780449213361,0.7052200919207778,32.02608681028597
RMV 1243,2021-10-23 12:00:00,0.1538341440325823,1.4879125862316511,30.516003268020878
JORDAN,2021-10-23 12:00:00,0.0,0.0,28.31887248239114
VARGAS,2021-10-23 12:00:00,0.5379000412521739,0.0,31.837953047258853
CASTRO,2021-10-23 12:00:00,0.0,0.0,30.019188805419045
GILLIBRAND,2021-10-23 12:00:00,0.04081823606662173,0.0,29.092043402466693
MORELLO,2021-10-23 12:00:00,0.13163651289131995,0.0,28.39203739511948
GABBERT,2021-10-23 12:00:00,0.05341416846788971,0.0,28.36850628670969
PYLE,2021-10-23 12:00:00,0.0537786252289198,0.17578828023266754,28.294186105486578
LOCKNER,2021-10-23 12:00:00,0.0,0.5289266751029638,29.48624002551098
MIDDLE ROAD,2021-10-23 12:00:00,0.2446521625140341,0.0,28.49504523293148
VETERANS,2021-10-23 12:00:00,0.0,0.0,36.65378704261402
CUTHBERT,2021-10-23 12:00:00,0.0,0.03702513231635375,31.366527117129184
TAIWAN,2021-10-23 12:00:00,0.04574478054663885,1.1550252455508585,28.482660235506078
DAVENPORT,2021-10-23 12:00:00,0.44842673400031946,0.5752288252083452,34.08586050487439
FINGAL,2021-10-23 12:00:00,0.3742761175154016,0.2916336927147662,28.48358183312368
FLAKE,2021-10-23 12:00:00,0.0,0.0,33.47924420171557
ROUNDEL,2021-10-23 12:00:00,0.0,0.0,32.32529916076537
SHOVEL,2021-10-23 12:00:00,0.0,0.5132183882124312,29.721467605789037
STUBBY,2021-10-23 12:00:00,0.6063327607664173,0.9098876055807292,31.893082301084338
STORES,2021-10-23 12:00:00,0.0,0.0,25.88361831693389
ESTABAN,2021-10-23 12:00:00,0.0,1.0883837516444028,31.495337982755622
LOPEZ,2021-10-23 12:00:00,0.5977154667784002,0.2696626226065781,35.4292249117719
TAPO,2021-10-23 12:00:00,0.0,0.0,32.124194025709
BING,2021-10-23 12:00:00,0.26463588249072223,0.0,29.14524119325135
OAK KNOLL,2021-10-23 12:00:00,0.0,0.0,32.92217662234925
SCHMIDT,2021-10-23 12:00:00,0.0,0.0,32.237124815710324
PICK,2021-10-23 12:00:00,0.023038145156807847,0.8049976803502783,33.633717284065035
AMETHYST,2021-10-23 12:00:00,0.3117571121067069,0.33144878557743845,34.57691557522204
STAR ROCK,2021-10-23 12:00:00,0.2481043530202881,0.017362777872670817,33.429129952566555
CALSTATE,2021-10-23 12:00:00,0.0,0.0,29.100627150471226
MODJESKA,2021-10-23 12:00:00,0.09574349891600517,0.0,33.617145316019986
GUITAR,2021-10-23 12:00:00,0.06814817004242918,0.0,33.61631448752898
COLLINS,2021-10-23 12:00:00,0.2283228698158151,0.0,23.93879474056458
LOUCKS,2021-10-23 12:00:00,0.0,0.3214893158262332,36.268646777029794
RANIER,2021-10-23 12:00:00,0.204641371901456,0.0,34.110689207532225
CLUB OAKS,2021-10-23 12:00:00,0.059651224763159524,0.0,27.51526903248508
ECHO,2021-10-23 12:00:00,0.0,1.7900942972781355,31.19893124521136
FERRARA,2021-10-23 12:00:00,0.04502472313007865,0.0,27.032093124234482
TAHQUITZ,2021-10-23 12:00:00,0.2824771956549413,0.0,33.1392242908699
GALENA,2021-10-23 12:00:00,0.6302879829398944,0.0,30.3846743315784
GOWAN,2021-10-23 12:00:00,0.2356680853626437,0.2177657337820812,27.14915903885281
HILLFIELD,2021-10-23 12:00:00,0.4222969659158207,0.9012507161096714,33.485066018633674
WOBEGONE,2021-10-23 12:00:00,0.0,0.5531291166224223,33.67628616429463
JEEP,2021-10-23 12:00:00,0.0,0.0,31.54844484067809
CANEBRAKE,2021-10-23 12:00:00,0.009876808946611549,0.0,27.708309390716014
KICKAPOO TRAIL,2021-10-23 12:00:00,0.16524758365928027,0.6496675744449919,26.323880911250416
BLUE CUT,2021-10-23 12:00:00,0.2696012817413632,0.0,33.87787092481204
SUTT,2021-10-23 12:00:00,0.6639473814713939,0.3797465251725852,35.162192381890264
SWEETWATER,2021-10-23 12:00:00,0.6058711086263227,0.1771332387670213,35.83226552517575
VERDEMONT,2021-10-23 12:00:00,0.0,0.0,30.38794873477687
VIDEO,2021-10-23 12:00:00,0.0,0.0,25.904087978092694
COBRA,2021-10-23 12:00:00,0.0,1.3263631631140165,36.35646232042024
JULIUS,2021-10-23 12:00:00,0.5184500805030471,0.6240866575139081,27.491746876409653
MARCUS,2021-10-23 12:00:00,0.3096683988002388,0.023190315188830003,29.163132738635007
RICARDO,2021-10-23 12:00:00,0.2851062813791942,0.0,31.028629233168306
KIMDALE,2021-10-23 12:00:00,0.6440856434427714,0.0,24.667855044084703
STEEL,2021-10-23 12:00:00,0.12662279194599366,0.0,22.60211806885739
PURCHASE,2021-10-23 12:00:00,0.38020538914285423,0.35647839156549066,23.238149829443564
BEAR VALLEY,2021-10-23 12:00:00,0.0,0.0,34.879380843356884
ARLENE,2021-10-23 12:00:00,0.0,0.9296043908818108,35.603492653983714
GREAT SALT,2021-10-23 12:00:00,0.1287398158500491,0.620383516751623,33.67583911994894
RACER,2021-10-23 12:00:00,0.0,0.0022933332344837578,34.11529896296132
VERA CRUZ,2021-10-23 12:00:00,0.06513469422228227,0.823741539896595,36.25840615278095
TWIN LAKES,2021-10-23 12:00:00,0.6086961368151858,0.0,27.813027512855463
HONEYCRISP,2021-10-23 12:00:00,0.4559164600328316,0.0,31.26813375111097
GUNSITE,2021-10-23 12:00:00,0.0,0.0,33.60797433074347
GRAPEVINE PEAK,2021-10-23 12:00:00,0.0,0.0,31.576664344056784
TUFA,2021-10-23 12:00:00,0.5149876497803065,0.6437494800677571,35.32447299025774
CABANA,2021-10-23 12:00:00,0.0,0.0,30.59210649171455
SOGGY,2021-10-23 12:00:00,0.21874223693118616,0.6065734131582323,33.115880039703924
BIRCHIM,2021-10-23 12:00:00,0.0,0.5094145823843811,31.391601379178717
REVERSE PEAK,2021-10-23 12:00:00,0.017890078946015915,0.0,35.37576641424483
TANAGER,2021-10-23 12:00:00,0.0,0.0,32.30914796832657
PHEASANT,2021-10-23 12:00:00,0.0,1.2886774847606788,31.346987801587566
CAMP BALDY,2021-10-23 12:00:00,0.0,0.0,26.39496773982696
ICEHOUSE,2021-10-23 12:00:00,0.0,0.0,28.21064004559547
ACOSTA,2021-10-23 12:00:00,0.0,0.0,34.72656749185611
TIMBER CANYON,2021-10-23 12:00:00,0.662429127291254,1.5506579981517394,28.47285243638097
AVANTI,2021-10-23 12:00:00,0.0,0.26464048783952143,26.44547772243247
CAIN RANCH,2021-10-23 12:00:00,0.14767426923171975,0.0,30.80419159769065
EVERETT,2021-10-23 12:00:00,0.6325559815478883,0.7754530729195193,33.23368913532133
SONOMA,2021-10-23 12:00:00,0.0612307137673204,1.508817620732992,36.16811400449095
ACCENT,2021-10-23 12:00:00,0.24295613125697696,0.0,27.881059298814012
COVENTRY,2021-10-23 12:00:00,0.1820232577033296,0.19338634508494215,34.25802995076553
ZENDA,2021-10-23 12:10:00,1.1435287174077566,0.5862129013603101,32.674877623364445
GOLDSMITH,2021-10-23 12:10:00,0.0,0.0,31.299129707957025
BUCKNER,2021-10-23 12:10:00,0.0,0.7063852057904979,34.876897916660646
MOCCASIN,2021-10-23 12:10:00,0.22623033350031801,1.309461111595812,35.16350865751513
TAPO,2021-10-23 12:10:00,0.0,0.0,28.01250864775972
CUTHBERT,2021-10-23 12:10:00,0.0,0.0,24.869551068389526
BOOTLEGGER,2021-10-23 12:10:00,0.6112127305322096,1.6283026350605692,28.158854654163772
TIMBER CANYON,2021-10-23 12:10:00,0.6652235287065644,1.0735182751624088,34.34696823848333
FOOTHILL,2021-10-23 12:10:00,0.05332145699002133,0.8682017328391767,32.183552994852555
REJADA,2021-10-23 12:10:00,0.13420226642322602,1.8969359318681984,33.86660922130088
SAND CANYON,2021-10-23 12:10:00,0.3750281716332765,0.4541872662461654,32.14617713566462
TAIWAN,2021-10-23 12:10:00,0.028428599206143157,0.4709325198524977,22.745811370570692
VERA CRUZ,2021-10-23 12:10:00,0.0,1.5151894051677477,28.295482411882414
MARCUS,2021-10-23 12:10:00,0.5304450828515974,0.0,34.3720673622457
RAINBOW,2021-10-23 12:10:00,0.004097167931916501,1.3894782750651729,29.76578324446932
BENCH,2021-10-23 12:10:00,0.14733006876382876,2.1535681430445432,30.083008795781065
WOBEGONE,2021-10-23 12:10:00,0.0,0.019704267298445655,28.256061979095968
ATENTO,2021-10-23 12:10:00,0.0,0.13654887390798826,34.07134346132443
MORGANSTEIN,2021-10-23 12:10:00,0.0,0.0,34.28713090882508
ANGUS,2021-10-23 12:10:00,0.22297382440889424,0.0,30.52633706391315
RMV 1243,2021-10-23 12:10:00,0.527020439659452,0.6545086322339426,30.3248654632218
PATRICIA,2021-10-23 12:10:00,1.4943946141086162,1.1545217579705258,37.01690404013092
KIMDALE,2021-10-23 12:10:00,0.46887958674427704,0.2075481666920717,29.19726228127964
CLUB OAKS,2021-10-23 12:10:00,0.2675321157153219,0.0,29.999342247098774
WINERY,2021-10-23 12:10:00,0.5255465436477671,0.3573370424918025,31.64323011372569
RICARDO,2021-10-23 12:10:00,0.0,0.0,27.901285463943648
KINSEY,2021-10-23 12:10:00,0.0,0.3237042775590043,29.936845362125133
ICE HOUSE,2021-10-23 12:10:00,0.0,0.8182565375812897,34.93102416988915
NAPA,2021-10-23 12:10:00,0.1929160617853669,3.095306411940013,30.73489221117387
CARMELITA,2021-10-23 12:10:00,0.0,0.927688160931744,27.942139411543693
STUBBY,2021-10-23 12:10:00,0.6665709454395328,1.651086671742595,27.73406827600195
PYLE,2021-10-23 12:10:00,0.0,0.0,33.676208079332056
ALOLA #2,2021-10-23 12:10:00,0.0,1.1796845216151517,26.138197258346175
BING,2021-10-23 12:10:00,0.4215269271834546,0.6489779367642057,25.617827174720748
SAGINAW,2021-10-23 12:10:00,0.07674715708802267,0.4030945639082029,25.23425251459071
VARGAS,2021-10-23 12:10:00,0.5323992611819455,0.0,28.855970728968643
HORSE MOUNTAIN,2021-10-23 12:10:00,0.0,0.0,34.58544522226005
FANO,2021-10-23 12:10:00,0.1936659620289239,0.0,32.552997092674495
JONAGOLD,2021-10-23 12:10:00,0.6746674489966096,0.0,32.798259537264784
LAZARO,2021-10-23 12:10:00,0.0,2.6012085604096478,29.534929730456447
ERRINGER,2021-10-23 12:10:00,0.9043333182556452,0.0,34.54096436118477
COBRA,2021-10-23 12:10:00,0.0,0.8496614092628464,28.82805504879561
CAESAR,2021-10-23 12:10:00,0.22146570154952352,0.0,34.246658811365684
STORES,2021-10-23 12:10:00,0.2295932219682119,0.5558267865427938,28.85971917003836
CONDOR,2021-10-23 12:10:00,0.0,0.03242472312268176,23.176278650445372
SAVORY,2021-10-23 12:10:00,0.08681289923385127,1.7207354696087327,33.397687104302115
WHITECLIFF,2021-10-23 12:10:00,0.0,0.3012621130485664,29.184091962459153
BADGER,2021-10-23 12:10:00,0.9023698265502458,2.9492893801907782,31.61331226073898
LOCKNER,2021-10-23 12:10:00,0.0,1.154279752230163,25.580094624374862
THACHER,2021-10-23 12:10:00,0.8221281031860178,0.0,27.979722563251123
SNOW VALLEY,2021-10-23 12:10:00,0.24073089333130254,2.475229607755084,34.473313131338855
TWIN LAKES,2021-10-23 12:10:00,0.6096723431531565,0.6926236315061339,32.165514937005234
JULIUS,2021-10-23 12:10:00,0.6165200376986862,0.20705043962224445,29.681846859548035
JORDAN,2021-10-23 12:10:00,0.0,0.0,28.23285037358175
ECHO,2021-10-23 12:10:00,0.05021485146103656,0.750856593593729,24.888124882895788
REVERSE PEAK,2021-10-23 12:10:00,0.532104838272923,0.0,38.09473644309118
PINE COVE,2021-10-23 12:10:00,0.0,0.9202534319598228,30.334913611283604
ENCHANTED,2021-10-23 12:10:00,0.2536197379204692,0.6654208445270021,30.452887422238284
GREEN RIVER,2021-10-23 12:10:00,0.6126785470899786,0.5554236937206705,25.99788771325743
FINGAL,2021-10-23 12:10:00,0.3720317498479591,1.4891415762665865,32.74598029232133
DIAMONDBACK,2021-10-23 12:10:00,0.25577152312394674,0.2346140867962683,27.531798007179408
STROSNIDER,2021-10-23 12:10:00,0.0,0.7261701699748521,28.643122328226656
GRAPEVINE PEAK,2021-10-23 12:10:00,0.0,0.0,30.21883334389492
SANTORINI,2021-10-23 12:10:00,0.0,1.5292788940983426,33.84616078266065
PARINA,2021-10-23 12:10:00,0.07855587773373737,0.5857390515124848,28.10663884767255
RUSTIC,2021-10-23 12:10:00,0.0,0.0,32.24234712572514
GREAT SALT,2021-10-23 12:10:00,0.3517282466915519,0.6729958220149621,30.61095292280095
CANEBRAKE,2021-10-23 12:10:00,0.0,1.223396373564733,31.36658938328201
TANAGER,2021-10-23 12:10:00,0.034906897069435394,0.0,25.69812806257068
CAMP BALDY,2021-10-23 12:10:00,0.4804205882847873,0.0,24.216560837176036
JEEP,2021-10-23 12:10:00,0.0,0.3847214233398595,35.02477967099118
BEAR VALLEY,2021-10-23 12:10:00,0.5885015538784784,0.0,33.893729777567486
GILMAN,2021-10-23 12:10:00,0.0,0.0,26.917282153311266
PURCHASE,2021-10-23 12:10:00,0.6635186723414181,0.4655448990166727,28.379349201233946
DAVENPORT,2021-10-23 12:10:00,0.283880275190347,0.2407030000322193,35.617843055863624
TAGGERT,2021-10-23 12:10:00,0.0,0.27745018962780466,27.159515431069337
LYONS,2021-10-23 12:10:00,0.0,0.0,30.300430153965998
FROZEN,2021-10-23 12:10:00,0.3890629426090871,1.1117314819802415,26.232894806690698
CHAWA,2021-10-23 12:10:00,0.786711381240845,0.0,21.218906844308947
ROUNDEL,2021-10-23 12:10:00,0.0,1.458776999595085,28.05742615993244
FLAKE,2021-10-23 12:10:00,0.0,0.0,29.506724103304954
IMPALA,2021-10-23 12:10:00,0.0,0.8883441837075137,29.88269880041091
Kuehner,2021-10-23 12:10:00,0.5862043576125484,0.5605392981245939,31.4540779719031
HILLCREST,2021-10-23 12:10:00,0.035120212946927,0.0,25.901449695153566
ROSA,2021-10-23 12:10:00,0.0,0.0,30.289233685877555
TOWNSHIP,2021-10-23 12:10:00,0.1899462782369836,0.812818127695996,32.52452296868628
PETIT,2021-10-23 12:10:00,0.9210065536661952,0.0,29.52015860529283
BONNEVILLE,2021-10-23 12:10:00,0.23947033679956775,1.553712328387604,37.35107787292467
BIANCO,2021-10-23 12:10:00,0.0,0.0,33.34045502704941
RANKIN,2021-10-23 12:10:00,0.2305541514320718,0.0,32.77109090052295
LOUCKS,2021-10-23 12:10:00,0.042896335398088785,0.5393150007149786,29.21209626770295
VIENTO,2021-10-23 12:10:00,0.0,0.0,30.69515903704205
METTLER,2021-10-23 12:10:00,0.3999113221798745,1.5419335460685493,30.99205312986001
SKI HI,2021-10-23 12:10:00,0.004893672580797443,0.22313249438329835,29.306144988374253
PASCAL,2021-10-23 12:10:00,0.98956771599764,0.6477028444580302,26.436347807696208
DUKE,2021-10-23 12:10:00,0.0,0.0,29.641490019568852
ROS,2021-10-23 12:10:00,0.25311617670654896,0.0,27.590077335668305
GOWAN,2021-10-23 12:10:00,0.04998181579974434,1.7239905884368292,31.46555995197157
EASTER,2021-10-23 12:10:00,0.0,0.9880463986126496,27.09334012308779
FLYING D,2021-10-23 12:10:00,0.5610042592918891,0.0,29.58064952217752
OAK KNOLL,2021-10-23 12:10:00,0.0,0.0,31.69638380868669
AMETHYST,2021-10-23 12:10:00,0.19075208782004227,0.6377038626381797,30.228663063208607
ESTABAN,2021-10-23 12:10:00,0.5654629938644284,0.6184785127393717,35.112534280759164
COLLINS,2021-10-23 12:10:00,0.2968618871711291,0.2348103079328384,26.451889978822
SCHMIDT,2021-10-23 12:10:00,0.476699273441794,1.0213436239814502,30.037701071581502
AVANTI,2021-10-23 12:10:00,0.0,1.6792508867223468,26.96258741178035
SHOVEL,2021-10-23 12:10:00,0.09399371308514004,0.0,36.45936742727227
TOGA,2021-10-23 12:10:00,0.0020018546242741297,0.014977436353844709,32.40887082748634
AMBERCREST,2021-10-23 12:10:00,0.1901908882115207,0.0,30.001150286001057
NORTHPARK,2021-10-23 12:10:00,0.0,0.3825066955074865,27.76534559090244
TUFA,2021-10-23 12:10:00,0.41426462363503136,0.8143725718945527,30.51528196197513
DONLON,2021-10-23 12:10:00,0.0,0.0,29.37901559572607
KICKAPOO TRAIL,2021-10-23 12:10:00,0.0,1.1245086791390466,32.414853501152585
FORTUNE,2021-10-23 12:10:00,0.0,0.3355065979747449,33.645825896213545
RACER,2021-10-23 12:10:00,0.0,0.0,30.774301512290826
SONOMA,2021-10-23 12:10:00,0.0,0.7364741619880685,27.191339646763158
ENERGY,2021-10-23 12:10:00,0.9976303143656996,0.20970680543163456,35.72903570663809
CASSIDY,2021-10-23 12:10:00,0.0,0.0,28.26242241038877
ARLENE,2021-10-23 12:10:00,0.3028545814767873,1.1924661031698205,33.778626717433724
LAUDA,2021-10-23 12:10:00,0.0,0.9734228609871192,33.33836410404564
BALCOM,2021-10-23 12:10:00,0.7581885426561537,0.4998539309878146,33.47162288756816
STEEL,2021-10-23 12:10:00,0.049590347281217785,0.6587280225619114,28.221494088533603
PYTHON,2021-10-23 12:10:00,0.10485906233213316,0.6374809700613302,34.03880307264963
PICK,2021-10-23 12:10:00,0.0,0.0,30.35969800308009
STEARNS,2021-10-23 12:10:00,0.8887949019774815,0.9579456092544054,29.14568451251724
CORSAIR,2021-10-23 12:10:00,0.023296884822916503,0.9453995331469434,25.200471841825195
HAMPSHIRE,2021-10-23 12:10:00,0.18272434047170472,0.1500404441548391,30.934394758744755
GNATCATCHER,2021-10-23 12:10:00,0.031096126891351026,1.2693191217313615,30.048144061425987
MIDDLE ROAD,2021-10-23 12:10:00,0.2137665457812024,1.2308824057069196,32.05256298950298
DYSART,2021-10-23 12:10:00,0.004265482221531117,1.8815103168067768,34.006372096957534
CUDDEBACK,2021-10-23 12:10:00,0.4731526824366582,0.07788707249335812,35.09793561895289
BIG ROCK,2021-10-23 12:10:00,0.0,0.4710123867960178,30.13434523405739
CALGROVE,2021-10-23 12:10:00,0.11876914448159652,0.27617292902095364,32.369159217577604
SAUNDERS,2021-10-23 12:10:00,0.7925723730228206,1.897950659344191,33.34296856992837
ANTON,2021-10-23 12:10:00,0.0,0.0,31.09079185766776
HILLFIELD,2021-10-23 12:10:00,0.6929236348336121,1.7674729667662759,27.13196525415863
GABBERT,2021-10-23 12:10:00,0.10957814957996884,0.1861818794897624,30.933308067769662
TUBA,2021-10-23 12:10:00,0.8793158467394084,0.5483552037208729,34.40146562213293
PLATEAU,2021-10-23 12:10:00,0.0,1.3604824368506734,28.351106877532693
CAIN RANCH,2021-10-23 12:10:00,0.0,0.0,22.895952889666532
DE MILLE,2021-10-23 12:10:00,0.0,0.06404015614285896,25.78557805316107
BIRCHIM,2021-10-23 12:10:00,0.0,1.1034783595663598,30.20310892530841
ZONE,2021-10-23 12:10:00,0.12361927562951433,0.0,28.10218592194356
ACOSTA,2021-10-23 12:10:00,0.19775223229080072,0.0,31.079751905901
