Date,Julian,Hour,Station,Standard,ZipCodes,Scope,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (°),HlyWindSpd (MPH)
2020-12-16,351,0700,6,english,"95618, 95617, 95616",hourly,39.5,38.3,0,-53,0,,0,95,3.3,46.5,0,7.9,129,3.3
2020-12-16,351,0800,6,english,"95618, 95617, 95616",hourly,38.7,37.6,0,-12,0,,0,96,2.7,46.4,66,7.6,127,2.7
2020-12-16,351,0900,6,english,"95618, 95617, 95616",hourly,41,39.7,0,45,0,,0,95,1.2,46.4,210,8.3,129,1.2
2020-12-16,351,1000,6,english,"95618, 95617, 95616",hourly,45.2,41.2,0,187,0,,0,86,2.9,46.5,456,8.8,172,3.4
2020-12-16,351,1100,6,english,"95618, 95617, 95616",hourly,48.8,42.3,0.01,314,0.01,,0,78,2,47,656,9.2,228,2
2020-12-16,351,1200,6,english,"95618, 95617, 95616",hourly,50.4,43.6,0.01,358,0.01,,0,77,3.4,47.7,718,9.7,230,3.4
2020-12-16,351,1300,6,english,"95618, 95617, 95616",hourly,51.2,45.5,0.01,321,0.01,,0,81,4.6,48.4,656,10.4,230,4.6
2020-12-16,351,1400,6,english,"95618, 95617, 95616",hourly,52.6,44.8,0.01,282,0.01,,0,75,5.3,49.1,600,10.1,230,5.3
2020-12-16,351,1500,6,english,"95618, 95617, 95616",hourly,52.8,45,0,64,0,,0,75,5.7,49.6,232,10.2,230,5.7
2020-12-16,351,1600,6,english,"95618, 95617, 95616",hourly,52.6,45.4,0,-36,0,,0.01,77,4.6,49.9,60,10.3,173,4.7
2020-12-16,351,1700,6,english,"95618, 95617, 95616",hourly,52.1,46,0,-26,0,,0,79,4.4,49.9,13,10.6,172,4.7
2020-12-16,351,1800,6,english,"95618, 95617, 95616",hourly,51.7,46,0,-36,0,,0,81,3.7,49.8,0,10.6,180,4
2020-12-16,351,1900,6,english,"95618, 95617, 95616",hourly,50.9,46,0,-36,0,,0,83,3.5,49.7,0,10.6,173,3.7
2020-12-16,351,2000,6,english,"95618, 95617, 95616",hourly,50.8,46.5,0,-35,0,,0,85,4.5,49.6,0,10.8,164,4.7
2020-12-16,351,2100,6,english,"95618, 95617, 95616",hourly,50,47.1,0,-35,0,,0,90,4.2,49.6,0,11,146,4.5
2020-12-16,351,2200,6,english,"95618, 95617, 95616",hourly,49.8,46.2,0,-35,0,,0,87,4.8,49.5,0,10.6,161,5.3
2020-12-16,351,2300,6,english,"95618, 95617, 95616",hourly,50.4,45.6,0,-36,0,,0,83,6.8,49.4,0,10.4,192,7
2020-12-16,351,2400,6,english,"95618, 95617, 95616",hourly,50.1,46.1,0,-35,0,,0,86,4.4,49.3,0,10.6,158,4.5
2020-12-17,352,0100,6,english,"95618, 95617, 95616",hourly,49.6,47.7,0,-49,0,,0.17,93,5.6,49.3,0,11.3,165,5.7
2020-12-17,352,0200,6,english,"95618, 95617, 95616",hourly,48.7,48.4,0,-49,0,,0.08,99,8,49.3,0,11.6,130,8.3
2020-12-17,352,0300,6,english,"95618, 95617, 95616",hourly,48.9,48.6,0,-49,0,,0,99,5.5,49.3,0,11.7,141,5.7
2020-12-17,352,0400,6,english,"95618, 95617, 95616",hourly,48.7,48.4,0,-49,0,,0,99,4.5,49.3,0,11.6,157,4.9
2020-12-17,352,0500,6,english,"95618, 95617, 95616",hourly,49.3,49.1,0,-49,0,,0,99,8.2,49.3,0,11.9,169,8.4
2020-12-17,352,0600,6,english,"95618, 95617, 95616",hourly,49.7,49.5,0,-49,0,,0.01,99,7.3,49.3,0,12.1,171,7.7
2020-12-17,352,0700,6,english,"95618, 95617, 95616",hourly,48.2,48.1,0,-49,0,,0,100,4.7,49.3,0,11.4,155,5.3
2020-12-17,352,0800,6,english,"95618, 95617, 95616",hourly,47.3,47.1,0,-30,0,,0,100,4.6,49.2,30,11,353,5.6
2020-12-17,352,0900,6,english,"95618, 95617, 95616",hourly,48.3,48,0,52,0,,0,99,6.7,49,195,11.4,5,6.7
2020-12-17,352,1000,6,english,"95618, 95617, 95616",hourly,48.9,47.9,0,125,0,,0,96,6.4,49.1,324,11.4,351,6.6
2020-12-17,352,1100,6,english,"95618, 95617, 95616",hourly,49.8,48,0,220,0,,0,93,6,49.3,500,11.4,351,6.2
2020-12-17,352,1200,6,english,"95618, 95617, 95616",hourly,53.2,48.9,0.01,459,0.01,,0,85,6.1,49.6,886,11.8,346,6.3
2020-12-17,352,1300,6,english,"95618, 95617, 95616",hourly,55.9,48.7,0.01,471,0.01,,0,77,5.3,50.1,910,11.7,339,5.9
2020-12-17,352,1400,6,english,"95618, 95617, 95616",hourly,57.1,46.4,0.01,398,0.01,,0,67,8,50.6,806,10.7,2,8.5
2020-12-17,352,1500,6,english,"95618, 95617, 95616",hourly,57.2,45.4,0.01,222,0.01,,0,65,8,51,519,10.3,5,8.1
2020-12-17,352,1600,6,english,"95618, 95617, 95616",hourly,56.6,44.4,0,91,0,,0,64,7.4,51,311,9.9,359,7.5
2020-12-17,352,1700,6,english,"95618, 95617, 95616",hourly,54.7,44.3,0,-36,0,,0,68,5,51,61,9.9,3,5.1
2020-12-17,352,1800,6,english,"95618, 95617, 95616",hourly,51.3,44.9,0,-72,0,,0,79,1.4,50.7,0,10.2,334,2.1
2020-12-17,352,1900,6,english,"95618, 95617, 95616",hourly,48.3,44.9,0,-71,0,,0,88,3,50.4,0,10.1,302,3.3
2020-12-17,352,2000,6,english,"95618, 95617, 95616",hourly,47.2,44,0,-71,0,,0,89,2.7,50,0,9.8,298,2.8
2020-12-17,352,2100,6,english,"95618, 95617, 95616",hourly,48.9,41.6,0,-74,0,,0,76,5.4,49.6,0,8.9,313,5.5
2020-12-17,352,2200,6,english,"95618, 95617, 95616",hourly,47.9,38.1,0,-76,0,,0,69,5.9,49.4,0,7.8,328,6
2020-12-17,352,2300,6,english,"95618, 95617, 95616",hourly,49.5,36.1,0,-78,0,,0,60,11.3,49.2,0,7.2,332,11.5
2020-12-17,352,2400,6,english,"95618, 95617, 95616",hourly,49.3,35.1,0,-79,0,,0,58,11.5,49.1,0,6.9,338,11.6
2020-12-18,353,0100,6,english,"95618, 95617, 95616",hourly,48.8,34.3,0,-81,0,,0,57,11.7,48.9,0,6.7,342,11.9
2020-12-18,353,0200,6,english,"95618, 95617, 95616",hourly,48.3,34,0,-81,0,,0,58,12.9,48.7,0,6.6,336,13.1
2020-12-18,353,0300,6,english,"95618, 95617, 95616",hourly,47.8,33.7,0,-81,0,,0,58,12.4,48.5,0,6.5,341,12.5
2020-12-18,353,0400,6,english,"95618, 95617, 95616",hourly,46.7,33.9,0,-81,0,,0,61,10,48.3,0,6.6,342,10.2
2020-12-18,353,0500,6,english,"95618, 95617, 95616",hourly,44.9,34.3,0,-79,0,,0,66,7.1,48.2,0,6.7,336,7.2
2020-12-18,353,0600,6,english,"95618, 95617, 95616",hourly,43.8,34.3,0,-79,0,,0,69,7.9,48,0,6.7,336,8
2020-12-18,353,0700,6,english,"95618, 95617, 95616",hourly,44.8,33.5,0,-80,0,,0,64,10.1,47.9,0,6.5,351,10.2
2020-12-18,353,0800,6,english,"95618, 95617, 95616",hourly,44.7,33.4,0,-43,0,,0,64,8.4,47.7,59,6.5,345,8.5
2020-12-18,353,0900,6,english,"95618, 95617, 95616",hourly,48,33.6,0,75,0,,0,57,10.9,47.6,291,6.5,347,11
2020-12-18,353,1000,6,english,"95618, 95617, 95616",hourly,51.7,34.4,0.01,252,0.01,,0,51,12.9,47.6,600,6.7,349,13.1
2020-12-18,353,1100,6,english,"95618, 95617, 95616",hourly,53.6,36.7,0.01,393,0.01,,0,53,11.4,47.8,816,7.4,0,11.7
2020-12-18,353,1200,6,english,"95618, 95617, 95616",hourly,55,36.9,0.01,470,0.01,,0,50,9.6,48.2,928,7.4,13,9.9
2020-12-18,353,1300,6,english,"95618, 95617, 95616",hourly,55.9,37.2,0.01,470,0.01,,0,49,7.9,48.7,925,7.5,24,8.2
2020-12-18,353,1400,6,english,"95618, 95617, 95616",hourly,57.3,38,0.01,394,0.01,,0,48,6.2,49.2,810,7.8,17,6.5
2020-12-18,353,1500,6,english,"95618, 95617, 95616",hourly,57.5,38.6,0.01,258,0.01,,0,49,3.8,49.7,597,7.9,61,4.2
2020-12-18,353,1600,6,english,"95618, 95617, 95616",hourly,56.6,38,0,92,0,,0,50,3.4,49.9,322,7.8,99,3.9
2020-12-18,353,1700,6,english,"95618, 95617, 95616",hourly,54.6,37.3,0,-35,0,,0,52,2.6,49.9,76,7.6,134,2.9
2020-12-18,353,1800,6,english,"95618, 95617, 95616",hourly,49.7,39.6,0,-78,0,,0,68,2,49.7,0,8.3,163,2.1
2020-12-18,353,1900,6,english,"95618, 95617, 95616",hourly,48,38.5,0,-78,0,,0,69,1,49.3,0,7.9,179,2.3
2020-12-18,353,2000,6,english,"95618, 95617, 95616",hourly,44.7,38.6,0,-76,0,,0,79,1.8,48.9,0,7.9,164,2.2
2020-12-18,353,2100,6,english,"95618, 95617, 95616",hourly,43.1,38.2,0,-76,0,,0,83,0.5,48.5,0,7.8,230,1.8
2020-12-18,353,2200,6,english,"95618, 95617, 95616",hourly,41.3,37.9,0,-75,0,,0,88,0.8,48.2,0,7.7,125,1.8
2020-12-18,353,2300,6,english,"95618, 95617, 95616",hourly,42.1,38.4,0,-75,0,,0,87,2.1,47.9,0,7.9,136,2.2
2020-12-18,353,2400,6,english,"95618, 95617, 95616",hourly,40,38.1,0,-74,0,,0,93,0.8,47.6,0,7.8,240,1.8
2020-12-19,354,0100,6,english,"95618, 95617, 95616",hourly,37.4,36.5,0,-39,0,,0,97,1.4,47.4,0,7.3,280,1.7
2020-12-19,354,0200,6,english,"95618, 95617, 95616",hourly,36.8,36.3,0,-39,0,,0,98,1.6,47.1,0,7.3,245,1.8
2020-12-19,354,0300,6,english,"95618, 95617, 95616",hourly,36.1,36,0,-39,0,,0,99,1.4,46.9,0,7.2,304,2
2020-12-19,354,0400,6,english,"95618, 95617, 95616",hourly,36.2,36.1,0,-39,0,,0,100,2.1,46.7,0,7.2,342,2.4
2020-12-19,354,0500,6,english,"95618, 95617, 95616",hourly,36.2,36.1,0,-39,0,,0,100,2,46.6,0,7.2,345,2.3
2020-12-19,354,0600,6,english,"95618, 95617, 95616",hourly,36.1,36,0,-39,0,,0,100,2.5,46.5,0,7.2,331,2.6
2020-12-19,354,0700,6,english,"95618, 95617, 95616",hourly,36.4,36.3,0,-39,0,,0,100,2.7,46.4,0,7.3,4,2.9
2020-12-19,354,0800,6,english,"95618, 95617, 95616",hourly,35.5,35.4,0,-27,0,,0,100,3.3,46.3,18,7,319,3.4
2020-12-19,354,0900,6,english,"95618, 95617, 95616",hourly,37.6,37.5,0,8,0,,0,100,3.9,46.4,119,7.6,323,4
2020-12-19,354,1000,6,english,"95618, 95617, 95616",hourly,40.7,40.7,0,120,0,,0,100,3.8,46.5,317,8.6,335,4
2020-12-19,354,1100,6,english,"95618, 95617, 95616",hourly,45.3,45.3,0.01,366,0,,0,100,4.3,46.9,745,10.3,346,4.5
2020-12-19,354,1200,6,english,"95618, 95617, 95616",hourly,50.6,46.5,0.01,469,0.01,,0,86,5,47.4,908,10.8,8,5.4
2020-12-19,354,1300,6,english,"95618, 95617, 95616",hourly,53.4,45.1,0.01,472,0.01,,0,73,5.1,48.1,916,10.2,352,5.5
2020-12-19,354,1400,6,english,"95618, 95617, 95616",hourly,54.7,44.6,0.01,380,0.01,,0,69,5.7,48.7,771,10,346,5.8
2020-12-19,354,1500,6,english,"95618, 95617, 95616",hourly,55.5,43.6,0.01,241,0.01,,0,64,6.7,49.1,555,9.6,356,6.8
2020-12-19,354,1600,6,english,"95618, 95617, 95616",hourly,56,43.1,0,109,0,,0,62,5.8,49.3,362,9.5,357,6
2020-12-19,354,1700,6,english,"95618, 95617, 95616",hourly,54.4,40.4,0,-44,0,,0,59,4.3,49.4,79,8.5,346,4.4
2020-12-19,354,1800,6,english,"95618, 95617, 95616",hourly,49.8,41.2,0,-89,0,,0,72,1.1,49.2,0,8.8,310,1.9
2020-12-19,354,1900,6,english,"95618, 95617, 95616",hourly,45.6,41.1,0,-87,0,,0,84,1.5,48.8,0,8.8,340,1.9
2020-12-19,354,2000,6,english,"95618, 95617, 95616",hourly,44.3,40.1,0,-87,0,,0,85,1.6,48.4,0,8.4,247,2.3
2020-12-19,354,2100,6,english,"95618, 95617, 95616",hourly,41.5,39.4,0,-86,0,,0,92,1.7,48,0,8.2,257,2.2
2020-12-19,354,2200,6,english,"95618, 95617, 95616",hourly,40.1,38.8,0,-86,0,,0,95,2,47.7,0,8,223,2.4
2020-12-19,354,2300,6,english,"95618, 95617, 95616",hourly,39.3,38.4,0,-86,0,,0,96,0.2,47.4,0,7.9,325,1.6
2020-12-19,354,2400,6,english,"95618, 95617, 95616",hourly,38.1,37.6,0,-86,0,,0,98,1.2,47.1,0,7.6,265,1.2
2020-12-20,355,0100,6,english,"95618, 95617, 95616",hourly,36.9,36.7,0,-55,0,,0,99,2,46.8,0,7.4,238,2.1
2020-12-20,355,0200,6,english,"95618, 95617, 95616",hourly,35.9,35.8,0,-55,0,,0,100,0.9,46.6,0,7.1,141,1.1
2020-12-20,355,0300,6,english,"95618, 95617, 95616",hourly,35.4,35.3,0,-55,0,,0,100,0.5,46.3,0,7,272,1.4
2020-12-20,355,0400,6,english,"95618, 95617, 95616",hourly,34.9,34.8,0,-55,0,,0,100,1.2,46.1,0,6.8,292,1.5
2020-12-20,355,0500,6,english,"95618, 95617, 95616",hourly,34.4,34.3,0,-55,0,,0,100,0.6,45.9,0,6.7,297,1.1
2020-12-20,355,0600,6,english,"95618, 95617, 95616",hourly,33.8,33.7,0,-55,0,,0,100,1.1,45.7,0,6.5,176,1.6
2020-12-20,355,0700,6,english,"95618, 95617, 95616",hourly,32.3,32.2,0,-56,0,,0,100,1.9,45.5,0,6.2,160,2
2020-12-20,355,0800,6,english,"95618, 95617, 95616",hourly,31.2,31.1,0,-36,0,,0,100,2.7,45.3,32,5.9,166,2.8
2020-12-20,355,0900,6,english,"95618, 95617, 95616",hourly,31.7,31.7,0,45,0,,0,100,2.3,45.1,212,6,157,2.4
2020-12-20,355,1000,6,english,"95618, 95617, 95616",hourly,36.1,36.1,0,231,0,,0,100,2.4,45.1,540,7.2,178,2.5
2020-12-20,355,1100,6,english,"95618, 95617, 95616",hourly,40.4,39.6,0.01,392,0,,0,97,3.3,45.5,797,8.3,160,3.6
2020-12-20,355,1200,6,english,"95618, 95617, 95616",hourly,47.2,41.1,0.01,475,0.01,,0,79,2.2,46.2,926,8.8,167,2.8
2020-12-20,355,1300,6,english,"95618, 95617, 95616",hourly,51.7,42.5,0.01,471,0.01,,0,71,4.7,47.1,916,9.3,357,5.1
2020-12-20,355,1400,6,english,"95618, 95617, 95616",hourly,53.7,43.6,0.01,407,0.01,,0,69,5.3,47.7,825,9.7,12,5.6
2020-12-20,355,1500,6,english,"95618, 95617, 95616",hourly,55.9,42.7,0.01,286,0.01,,0,61,5.6,48.3,718,9.3,12,5.8
2020-12-20,355,1600,6,english,"95618, 95617, 95616",hourly,55.8,41.9,0,76,0,,0,60,5.5,48.6,277,9,11,5.6
2020-12-20,355,1700,6,english,"95618, 95617, 95616",hourly,52.8,42.2,0,-28,0,,0,67,4,48.8,60,9.1,14,4.1
2020-12-20,355,1800,6,english,"95618, 95617, 95616",hourly,49.3,43.5,0,-63,0,,0,80,0.7,48.6,1,9.6,88,1.5
2020-12-20,355,1900,6,english,"95618, 95617, 95616",hourly,46.2,43.1,0,-62,0,,0,89,0.7,48.3,0,9.5,174,1.3
2020-12-20,355,2000,6,english,"95618, 95617, 95616",hourly,44.8,42.8,0,-62,0,,0,92,1,48,0,9.3,150,1.2
2020-12-20,355,2100,6,english,"95618, 95617, 95616",hourly,43.1,41.9,0,-62,0,,0,96,0.8,47.8,0,9,220,1.2
2020-12-20,355,2200,6,english,"95618, 95617, 95616",hourly,42.3,41.8,0,-62,0,,0,98,0.6,47.5,0,9,40,1.1
2020-12-20,355,2300,6,english,"95618, 95617, 95616",hourly,41.8,41.7,0,-62,0,,0,100,0.5,47.3,0,9,114,1
2020-12-20,355,2400,6,english,"95618, 95617, 95616",hourly,40.8,40.7,0,-62,0,,0,100,1.4,47.1,0,8.6,156,1.4
2020-12-21,356,0100,6,english,"95618, 95617, 95616",hourly,39.2,39.1,0,-35,0,,0,100,0.8,46.9,0,8.1,238,1.1
2020-12-21,356,0200,6,english,"95618, 95617, 95616",hourly,38,37.9,0,-35,0,,0,100,1.3,46.7,0,7.7,240,1.3
2020-12-21,356,0300,6,english,"95618, 95617, 95616",hourly,37.8,37.7,0,-36,0,,0,100,2.2,46.5,0,7.7,159,2.5
2020-12-21,356,0400,6,english,"95618, 95617, 95616",hourly,36.2,36.1,0,-36,0,,0,100,3,46.4,0,7.2,155,3.2
2020-12-21,356,0500,6,english,"95618, 95617, 95616",hourly,36.4,36.4,0,-36,0,,0,100,2.9,46.3,0,7.3,148,3
2020-12-21,356,0600,6,english,"95618, 95617, 95616",hourly,35,35,0,-36,0,,0,100,3.2,46.3,0,6.9,171,3.3
2020-12-21,356,0700,6,english,"95618, 95617, 95616",hourly,33.2,33.2,0,-36,0,,0,100,2.7,46.2,0,6.4,162,2.9
2020-12-21,356,0800,6,english,"95618, 95617, 95616",hourly,32.1,32.1,0,-25,0,,0,100,3.1,46,18,6.1,173,3.2
2020-12-21,356,0900,6,english,"95618, 95617, 95616",hourly,33.7,33.7,0,-7,0,,0,100,1.7,45.9,94,6.5,235,3.3
2020-12-21,356,1000,6,english,"95618, 95617, 95616",hourly,35.8,35.8,0,61,0,,0,100,1.1,46,225,7.1,301,2
2020-12-21,356,1100,6,english,"95618, 95617, 95616",hourly,38.3,38.2,0,105,0,,0,100,1.5,46.2,310,7.8,169,2
2020-12-21,356,1200,6,english,"95618, 95617, 95616",hourly,40.1,40,0,159,0,,0,100,0.7,46.7,400,8.4,149,1.8
2020-12-21,356,1300,6,english,"95618, 95617, 95616",hourly,42.4,42.3,0,282,0,,0,100,1.2,47.2,596,9.2,118,2.3
2020-12-21,356,1400,6,english,"95618, 95617, 95616",hourly,43.4,43.3,0,190,0,,0,100,4.3,47.7,439,9.5,136,4.5
2020-12-21,356,1500,6,english,"95618, 95617, 95616",hourly,43.5,43.4,0,57,0,,0,100,3.6,48.1,223,9.6,153,4.1
2020-12-21,356,1600,6,english,"95618, 95617, 95616",hourly,43.2,43.1,0,4,0,,0,100,4.6,48.3,115,9.5,170,5
2020-12-21,356,1700,6,english,"95618, 95617, 95616",hourly,42.3,42.2,0,-17,0,,0,100,4.8,48.3,25,9.1,183,5.2
2020-12-21,356,1800,6,english,"95618, 95617, 95616",hourly,41.5,41.4,0,-36,0,,0,100,5,48.1,0,8.9,186,5.2
2020-12-21,356,1900,6,english,"95618, 95617, 95616",hourly,41.1,41,0,-36,0,,0,100,3.9,47.9,0,8.7,158,4.2
2020-12-21,356,2000,6,english,"95618, 95617, 95616",hourly,40.1,40,0,-36,0,,0,100,4,47.7,0,8.4,141,4.2
2020-12-21,356,2100,6,english,"95618, 95617, 95616",hourly,39.2,39.1,0,-36,0,,0,100,4.3,47.6,0,8.1,133,4.5
2020-12-21,356,2200,6,english,"95618, 95617, 95616",hourly,38.5,38.5,0,-36,0,,0,100,5.4,47.4,0,7.9,158,5.6
2020-12-21,356,2300,6,english,"95618, 95617, 95616",hourly,38.5,38.4,0,-36,0,,0,100,3.9,47.2,0,7.9,142,4.1
2020-12-21,356,2400,6,english,"95618, 95617, 95616",hourly,39.1,39,0,-36,0,,0,100,5.3,47.1,0,8.1,152,5.6
2020-12-22,357,0100,6,english,"95618, 95617, 95616",hourly,39.5,39.4,0,-35,0,,0,100,4.9,47,0,8.2,151,5.3
2020-12-22,357,0200,6,english,"95618, 95617, 95616",hourly,39.7,39.7,0,-35,0,,0,100,5.3,46.9,0,8.3,141,5.7
2020-12-22,357,0300,6,english,"95618, 95617, 95616",hourly,39.7,39.6,0,-35,0,,0,100,0.8,46.8,0,8.3,38,6.6
2020-12-22,357,0400,6,english,"95618, 95617, 95616",hourly,40.5,40.5,0,-35,0,,0,100,5.1,46.7,0,8.5,3,5.2
2020-12-22,357,0500,6,english,"95618, 95617, 95616",hourly,40.2,40.2,0,-35,0,,0,100,7.5,46.6,0,8.4,354,7.9
2020-12-22,357,0600,6,english,"95618, 95617, 95616",hourly,40.2,40.1,0,-35,0,,0,100,6.8,46.6,0,8.4,348,7.2
2020-12-22,357,0700,6,english,"95618, 95617, 95616",hourly,40.8,40.8,0,-35,0,,0,100,6.9,46.6,0,8.6,358,7.1
2020-12-22,357,0800,6,english,"95618, 95617, 95616",hourly,41.8,41.7,0,-21,0,,0,100,8.2,46.6,23,9,357,8.3
2020-12-22,357,0900,6,english,"95618, 95617, 95616",hourly,42.1,42,0,-24,0,,0,100,11.2,46.6,71,9.1,358,11.3
2020-12-22,357,1000,6,english,"95618, 95617, 95616",hourly,43,42.9,0,7,0,,0,100,8.4,46.6,146,9.4,3,8.5
2020-12-22,357,1100,6,english,"95618, 95617, 95616",hourly,45.2,45.1,0,318,0,,0,100,7.1,46.7,661,10.2,1,7.3
2020-12-22,357,1200,6,english,"95618, 95617, 95616",hourly,51.2,43.8,0.01,473,0.01,,0,76,9.2,47.2,922,9.7,355,9.4
2020-12-22,357,1300,6,english,"95618, 95617, 95616",hourly,55.4,38.1,0.01,474,0.01,,0,52,11.9,47.6,932,7.8,355,12.4
2020-12-22,357,1400,6,english,"95618, 95617, 95616",hourly,57.8,35.2,0.01,400,0.01,,0,43,12.8,47.9,826,6.9,353,13
2020-12-22,357,1500,6,english,"95618, 95617, 95616",hourly,58.3,29.9,0.01,261,0.01,,0,34,13.9,48.1,617,5.6,355,14.4
2020-12-22,357,1600,6,english,"95618, 95617, 95616",hourly,57.9,29.5,0.01,95,0.01,,0,34,11.4,48.1,338,5.5,350,11.7
2020-12-22,357,1700,6,english,"95618, 95617, 95616",hourly,55.7,29.5,0,-43,0,,0,36,9.9,48.1,81,5.5,345,9.9
2020-12-22,357,1800,6,english,"95618, 95617, 95616",hourly,52.2,28.6,0,-92,0,,0,40,7,48,1,5.3,340,7
2020-12-22,357,1900,6,english,"95618, 95617, 95616",hourly,50.2,28.3,0,-91,0,,0,42,7.5,47.8,0,5.3,338,7.5
2020-12-22,357,2000,6,english,"95618, 95617, 95616",hourly,49.5,28.4,0,-91,0,,0,44,4.9,47.6,0,5.3,342,5.1
2020-12-22,357,2100,6,english,"95618, 95617, 95616",hourly,50.4,27.8,0,-92,0,,0,41,7,47.4,0,5.2,332,7.3
2020-12-22,357,2200,6,english,"95618, 95617, 95616",hourly,52.1,26.6,0,-94,0,,0,37,13.1,47.2,0,4.9,342,13.2
2020-12-22,357,2300,6,english,"95618, 95617, 95616",hourly,52.4,25,0,-96,0,,0,34,14.8,47,0,4.6,342,15
