Date,Julian,Hour,Station,Standard,ZipCodes,Scope,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (°),HlyWindSpd (MPH)
2021-01-19,19,2300,6,english,"95618, 95617, 95616",hourly,52.4,19.8,0,-113,0,,0,27,9.3,48.6,0,3.7,327,9.4
2021-01-19,19,2400,6,english,"95618, 95617, 95616",hourly,53,18.8,0,-114,0,,0,26,10.3,48.3,0,3.5,329,10.4
2021-01-20,20,0100,6,english,"95618, 95617, 95616",hourly,53.5,18,0,-108,0,,0,24,10.1,48.1,0,3.4,337,10.2
2021-01-20,20,0200,6,english,"95618, 95617, 95616",hourly,53.3,17.5,0,-109,0,,0,24,10.9,47.9,0,3.3,336,11
2021-01-20,20,0300,6,english,"95618, 95617, 95616",hourly,53.3,16.9,0,-110,0,,0,23,11,47.7,0,3.2,341,11.1
2021-01-20,20,0400,6,english,"95618, 95617, 95616",hourly,53.1,16.7,0,-110,0,,0,23,11.2,47.5,0,3.2,341,11.3
2021-01-20,20,0500,6,english,"95618, 95617, 95616",hourly,52.3,16.7,0,-109,0,,0,24,9.3,47.4,0,3.2,332,9.4
2021-01-20,20,0600,6,english,"95618, 95617, 95616",hourly,51.1,16.8,0,-108,0,,0,25,7.9,47.2,0,3.2,331,8
2021-01-20,20,0700,6,english,"95618, 95617, 95616",hourly,49.6,16.7,0,-107,0,,0,27,6.7,47.1,0,3.2,333,6.7
2021-01-20,20,0800,6,english,"95618, 95617, 95616",hourly,48.9,17.2,0,-73,0,,0,28,6.3,46.9,52,3.3,335,6.3
2021-01-20,20,0900,6,english,"95618, 95617, 95616",hourly,52.9,18,0.01,83,0.01,,0,25,7.2,46.8,320,3.4,343,7.2
2021-01-20,20,1000,6,english,"95618, 95617, 95616",hourly,57,19.4,0.01,271,0.01,,0,23,7.5,47,647,3.6,355,7.7
2021-01-20,20,1100,6,english,"95618, 95617, 95616",hourly,59.8,20.1,0.01,431,0.01,,0,21,8.6,47.7,898,3.7,358,8.8
2021-01-20,20,1200,6,english,"95618, 95617, 95616",hourly,61.9,20.8,0.01,529,0.01,,0,20,7.9,48.7,1044,3.8,349,8.1
2021-01-20,20,1300,6,english,"95618, 95617, 95616",hourly,64.1,20.5,0.02,549,0.02,,0,19,8.4,49.7,1073,3.8,354,8.7
2021-01-20,20,1400,6,english,"95618, 95617, 95616",hourly,65,20.9,0.01,488,0.02,,0,18,7.5,50.8,976,3.9,9,7.9
2021-01-20,20,1500,6,english,"95618, 95617, 95616",hourly,65.6,21.1,0.01,356,0.01,,0,18,5.6,51.8,772,3.9,13,6.1
2021-01-20,20,1600,6,english,"95618, 95617, 95616",hourly,65.7,20.1,0.01,179,0.01,,0,17,4.9,52.5,486,3.7,14,5.2
2021-01-20,20,1700,6,english,"95618, 95617, 95616",hourly,64.8,19.2,0,-4,0.01,,0,17,4.5,52.5,180,3.6,25,4.7
2021-01-20,20,1800,6,english,"95618, 95617, 95616",hourly,59.7,21.1,0,-108,0,,0,22,0.6,51.9,8,3.9,74,1.5
2021-01-20,20,1900,6,english,"95618, 95617, 95616",hourly,53,22.5,0,-107,0,,0,30,0.9,51,0,4.1,263,1.4
2021-01-20,20,2000,6,english,"95618, 95617, 95616",hourly,48.3,24.1,0,-102,0,,0,38,0.2,50,0,4.4,229,1.1
2021-01-20,20,2100,6,english,"95618, 95617, 95616",hourly,45.8,24,0,-101,0,,0,42,0.9,49.2,0,4.4,255,1
2021-01-20,20,2200,6,english,"95618, 95617, 95616",hourly,43.6,24.1,0,-99,0,,0,46,0.9,48.6,0,4.4,272,1
2021-01-20,20,2300,6,english,"95618, 95617, 95616",hourly,42.8,24.7,0,-98,0,,0,48,0.6,48,0,4.5,338,1.1
2021-01-20,20,2400,6,english,"95618, 95617, 95616",hourly,41.8,25.3,0,-97,0,,0,52,1.1,47.5,0,4.6,265,1.7
2021-01-21,21,0100,6,english,"95618, 95617, 95616",hourly,39.9,25.3,0,-87,0,,0,55,0.5,47,0,4.6,327,1.1
2021-01-21,21,0200,6,english,"95618, 95617, 95616",hourly,38.5,25.6,0,-86,0,,0,59,1.2,46.6,0,4.7,242,1.6
2021-01-21,21,0300,6,english,"95618, 95617, 95616",hourly,37.1,26,0,-85,0,,0,64,0.6,46.2,0,4.8,183,1.5
2021-01-21,21,0400,6,english,"95618, 95617, 95616",hourly,35.8,25,0,-85,0,,0,65,1.5,45.8,0,4.6,270,1.9
2021-01-21,21,0500,6,english,"95618, 95617, 95616",hourly,36,25.1,0,-85,0,,0,64,0.8,45.5,0,4.6,252,1.5
2021-01-21,21,0600,6,english,"95618, 95617, 95616",hourly,35,24.2,0,-85,0,,0,64,0.8,45.2,0,4.4,318,1.7
2021-01-21,21,0700,6,english,"95618, 95617, 95616",hourly,34.7,25.2,0,-84,0,,0,68,1,44.8,0,4.6,17,1.6
2021-01-21,21,0800,6,english,"95618, 95617, 95616",hourly,33.1,24,0,-52,0,,0,69,2,44.5,51,4.4,274,2.2
2021-01-21,21,0900,6,english,"95618, 95617, 95616",hourly,37.9,27.3,0,92,0,,0,65,1.2,44.3,311,5,308,1.6
2021-01-21,21,1000,6,english,"95618, 95617, 95616",hourly,45.1,32.2,0,283,0,,0,60,1.5,44.5,632,6.2,314,2.1
2021-01-21,21,1100,6,english,"95618, 95617, 95616",hourly,51,33.9,0.01,450,0.01,,0,52,0.3,45.5,894,6.6,217,1.8
2021-01-21,21,1200,6,english,"95618, 95617, 95616",hourly,55.5,32.3,0.01,549,0.01,,0,41,1.5,47,1046,6.2,133,2.5
2021-01-21,21,1300,6,english,"95618, 95617, 95616",hourly,58.6,31.9,0.01,495,0.01,,0,36,3.8,48.7,929,6.1,156,4.3
2021-01-21,21,1400,6,english,"95618, 95617, 95616",hourly,61.1,30.8,0.01,451,0.01,,0,32,5.7,50,872,5.8,156,6.2
2021-01-21,21,1500,6,english,"95618, 95617, 95616",hourly,61.8,29.4,0.01,252,0.01,,0,29,7.6,50.8,551,5.5,174,8
2021-01-21,21,1600,6,english,"95618, 95617, 95616",hourly,61.6,30.7,0.01,179,0.01,,0,31,6.1,51.1,459,5.8,178,6.2
2021-01-21,21,1700,6,english,"95618, 95617, 95616",hourly,60,32.4,0,-6,0,,0,35,4.6,51.1,133,6.2,159,4.8
2021-01-21,21,1800,6,english,"95618, 95617, 95616",hourly,55.3,32.6,0,-86,0,,0,42,5.3,50.7,5,6.3,157,5.4
2021-01-21,21,1900,6,english,"95618, 95617, 95616",hourly,53.8,30.1,0,-91,0,,0,40,4.7,50.1,0,5.7,165,4.8
2021-01-21,21,2000,6,english,"95618, 95617, 95616",hourly,50.9,30,0,-89,0,,0,44,4.6,49.6,0,5.6,154,4.8
2021-01-21,21,2100,6,english,"95618, 95617, 95616",hourly,49.7,34.5,0,-85,0,,0,56,4.1,49.1,0,6.8,174,5
2021-01-21,21,2200,6,english,"95618, 95617, 95616",hourly,48.8,38.8,0,-81,0,,0,68,5.6,48.7,0,8,182,5.8
2021-01-21,21,2300,6,english,"95618, 95617, 95616",hourly,48.8,40.2,0,-80,0,,0,72,5.7,48.5,0,8.5,180,6
2021-01-21,21,2400,6,english,"95618, 95617, 95616",hourly,48.5,39.4,0,-80,0,,0,71,7,48.3,0,8.2,187,7.4
