,HlyAirTmp (F),HlyRelHum (%),HlyWindSpd (MPH)
121,0.9761904761904762,1.0,0.7321428571428571
124,0.8630952380952381,0.8988095238095238,0.8630952380952381
125,1.0,1.0,0.8869047619047619
126,1.0,1.0,1.0
129,1.0,1.0,0.9583333333333334
131,0.9821428571428571,1.0,0.8571428571428571
135,1.0,0.9404761904761905,0.9523809523809523
136,1.0,0.9702380952380952,0.9940476190476191
139,0.9583333333333334,0.9940476190476191,0.7738095238095238
140,0.9940476190476191,1.0,0.8035714285714286
142,0.9880952380952381,1.0,0.9940476190476191
143,0.9702380952380952,1.0,0.9761904761904762
144,0.9761904761904762,1.0,0.8571428571428571
146,1.0,1.0,0.9940476190476191
147,1.0,1.0,0.9226190476190477
148,0.8988095238095238,1.0,0.9702380952380952
150,0.9940476190476191,1.0,1.0
151,1.0,1.0,0.9702380952380952
152,0.8928571428571429,1.0,0.8214285714285714
153,1.0,0.9821428571428571,0.9345238095238095
155,1.0,1.0,0.7440476190476191
157,0.9821428571428571,0.9821428571428571,0.8869047619047619
158,0.9761904761904762,0.9761904761904762,0.9583333333333334
159,1.0,1.0,0.9702380952380952
160,0.9940476190476191,0.9940476190476191,0.8452380952380952
163,1.0,1.0,0.9880952380952381
165,0.9761904761904762,1.0,0.9166666666666666
169,0.9404761904761905,1.0,0.9940476190476191
170,0.9821428571428571,0.9821428571428571,0.875
171,1.0,1.0,0.9047619047619048
173,1.0,1.0,0.9880952380952381
174,1.0,1.0,0.9345238095238095
175,1.0,0.9702380952380952,0.9523809523809523
178,0.9940476190476191,0.9940476190476191,0.8630952380952381
179,0.9940476190476191,1.0,0.9702380952380952
181,1.0,1.0,0.9761904761904762
182,0.9285714285714286,1.0,1.0
183,0.8690476190476191,1.0,0.6130952380952381
184,1.0,1.0,0.9821428571428571
187,0.9642857142857143,0.9702380952380952,0.8809523809523809
191,0.9166666666666666,1.0,0.8809523809523809
192,0.6488095238095238,0.9583333333333334,0.9464285714285714
193,1.0,1.0,1.0
194,1.0,1.0,0.8869047619047619
195,1.0,1.0,1.0
197,0.9761904761904762,1.0,0.9166666666666666
198,0.9642857142857143,1.0,0.8273809523809523
199,0.8571428571428571,0.9285714285714286,0.9880952380952381
200,0.9404761904761905,1.0,1.0
202,0.9940476190476191,1.0,0.8273809523809523
204,1.0,0.9821428571428571,0.7857142857142857
205,1.0,1.0,0.9880952380952381
206,1.0,1.0,0.8928571428571429
207,1.0,1.0,0.9821428571428571
208,0.9880952380952381,0.9880952380952381,0.9523809523809523
209,1.0,0.9821428571428571,0.9345238095238095
210,1.0,1.0,1.0
211,1.0,1.0,0.9464285714285714
212,0.9583333333333334,1.0,0.8035714285714286
213,1.0,1.0,0.9821428571428571
214,0.9821428571428571,1.0,0.9702380952380952
215,0.9940476190476191,0.9345238095238095,0.7976190476190477
216,0.9761904761904762,0.9047619047619048,0.9464285714285714
217,0.8869047619047619,0.9226190476190477,0.8809523809523809
218,0.9940476190476191,1.0,0.9523809523809523
219,0.9285714285714286,0.9166666666666666,0.75
220,0.8988095238095238,1.0,0.9345238095238095
221,1.0,0.9761904761904762,0.8809523809523809
222,0.9642857142857143,0.9642857142857143,0.7083333333333334
223,0.8809523809523809,0.8869047619047619,0.9880952380952381
224,1.0,1.0,0.7321428571428571
225,1.0,0.9761904761904762,0.9761904761904762
226,1.0,1.0,0.7202380952380952
227,1.0,1.0,0.9464285714285714
228,1.0,0.9940476190476191,0.9523809523809523
229,0.9702380952380952,1.0,1.0
231,0.9880952380952381,0.9880952380952381,0.9880952380952381
232,0.8869047619047619,0.9940476190476191,0.9702380952380952
233,0.8988095238095238,0.9880952380952381,1.0
234,0.0,0.0,0.0
235,0.9583333333333334,1.0,0.7738095238095238
236,0.9583333333333334,0.9940476190476191,0.9821428571428571
237,0.8869047619047619,1.0,0.9583333333333334
239,0.6369047619047619,0.9761904761904762,0.8630952380952381
240,0.8988095238095238,0.9285714285714286,0.9047619047619048
241,0.9642857142857143,1.0,0.9642857142857143
242,1.0,1.0,0.7678571428571429
243,1.0,1.0,0.7440476190476191
244,1.0,1.0,0.8095238095238095
245,0.9880952380952381,0.9880952380952381,1.0
246,1.0,1.0,0.875
247,0.9880952380952381,1.0,0.8154761904761905
248,0.9940476190476191,1.0,0.8333333333333334
249,0.9464285714285714,1.0,0.8630952380952381
251,0.9761904761904762,1.0,0.9821428571428571
252,0.9642857142857143,1.0,0.9940476190476191
253,0.9821428571428571,0.9821428571428571,0.8809523809523809
254,1.0,1.0,0.8690476190476191
256,0.9285714285714286,1.0,0.8928571428571429
257,0.9940476190476191,0.9702380952380952,0.8571428571428571
258,1.0,0.9880952380952381,1.0
259,1.0,1.0,1.0
260,0.9940476190476191,1.0,0.9523809523809523
261,1.0,1.0,1.0
262,0.9583333333333334,1.0,0.8214285714285714
263,1.0,1.0,0.9821428571428571
264,1.0,1.0,0.875
