,HlyAirTmp (F),HlyRelHum (%),HlyWindSpd (MPH)
195,0.9166666666666666,1.0,1.0
197,1.0,0.9166666666666666,0.8194444444444444
198,1.0,1.0,0.75
199,1.0,0.9722222222222222,1.0
200,1.0,1.0,1.0
202,1.0,1.0,0.6805555555555556
204,1.0,1.0,0.7222222222222222
205,1.0,1.0,0.9861111111111112
206,0.9305555555555556,1.0,0.7777777777777778
207,1.0,1.0,0.9861111111111112
208,0.9861111111111112,1.0,0.8888888888888888
209,0.9722222222222222,1.0,0.9722222222222222
210,1.0,1.0,1.0
211,1.0,1.0,0.9583333333333334
212,0.9722222222222222,1.0,0.5138888888888888
213,0.8611111111111112,1.0,0.9722222222222222
214,1.0,1.0,1.0
215,1.0,1.0,0.875
216,1.0,1.0,0.875
217,0.9305555555555556,1.0,0.7638888888888888
218,1.0,1.0,0.9722222222222222
219,1.0,1.0,1.0
220,1.0,1.0,0.8055555555555556
221,1.0,0.9027777777777778,0.8055555555555556
222,0.9166666666666666,0.9166666666666666,0.5
223,0.9722222222222222,0.9722222222222222,1.0
224,1.0,1.0,0.7222222222222222
225,0.9861111111111112,1.0,0.9027777777777778
226,0.9583333333333334,1.0,0.5694444444444444
227,0.8888888888888888,1.0,0.9861111111111112
228,0.9861111111111112,1.0,0.9166666666666666
229,1.0,1.0,1.0
231,1.0,1.0,1.0
232,1.0,1.0,1.0
233,1.0,1.0,1.0
234,0.0,0.0,0.0
235,1.0,1.0,0.4722222222222222
236,0.8888888888888888,1.0,0.8472222222222222
237,1.0,1.0,0.9583333333333334
239,1.0,0.9861111111111112,0.875
240,1.0,1.0,1.0
241,1.0,1.0,0.9027777777777778
242,0.9722222222222222,1.0,0.5
243,0.9305555555555556,1.0,0.4166666666666667
244,1.0,1.0,0.4583333333333333
245,1.0,1.0,0.9722222222222222
246,1.0,1.0,0.6805555555555556
247,0.9861111111111112,1.0,0.5694444444444444
248,1.0,1.0,0.5833333333333334
249,1.0,1.0,0.6388888888888888
251,1.0,1.0,1.0
252,1.0,1.0,0.9861111111111112
253,0.8055555555555556,0.9583333333333334,0.9166666666666666
254,0.9305555555555556,1.0,0.7361111111111112
256,1.0,1.0,0.7638888888888888
257,1.0,1.0,0.6666666666666666
258,1.0,1.0,1.0
259,1.0,1.0,0.9027777777777778
260,0.8333333333333334,1.0,0.7916666666666666
261,0.9305555555555556,1.0,0.9166666666666666
262,1.0,1.0,0.5833333333333334
263,0.9166666666666666,1.0,0.8194444444444444
264,1.0,1.0,0.6944444444444444
