,HlyAirTmp (F),HlyRelHum (%),HlyWindSpd (MPH)
159,0.9861111111111112,0.7083333333333334,0.8055555555555556
160,1.0,0.9722222222222222,0.6666666666666666
163,1.0,0.9444444444444444,0.9444444444444444
165,0.9861111111111112,0.9861111111111112,0.5555555555555556
169,0.9861111111111112,0.9861111111111112,0.7916666666666666
170,0.8055555555555556,0.9583333333333334,0.4444444444444444
171,0.8611111111111112,1.0,0.5416666666666666
173,1.0,0.5277777777777778,0.875
174,0.9722222222222222,0.75,0.6805555555555556
175,1.0,0.6944444444444444,0.9027777777777778
178,0.9305555555555556,0.9861111111111112,0.3194444444444444
179,1.0,0.625,0.875
181,1.0,0.9166666666666666,0.7777777777777778
182,1.0,0.9444444444444444,0.9027777777777778
183,1.0,1.0,0.3055555555555556
184,1.0,0.5555555555555556,0.9027777777777778
187,0.7638888888888888,0.9305555555555556,0.5
191,0.9166666666666666,1.0,0.3472222222222222
192,1.0,0.7361111111111112,0.8611111111111112
193,1.0,1.0,0.8472222222222222
194,0.9444444444444444,1.0,0.5555555555555556
195,0.9444444444444444,0.9722222222222222,0.8055555555555556
197,1.0,0.8611111111111112,0.6111111111111112
198,0.9722222222222222,0.9166666666666666,0.5
199,1.0,0.7222222222222222,0.875
200,1.0,0.9444444444444444,0.8472222222222222
202,1.0,0.9166666666666666,0.6527777777777778
204,1.0,0.8472222222222222,0.6111111111111112
205,0.9722222222222222,1.0,0.7777777777777778
206,0.8888888888888888,1.0,0.6111111111111112
207,0.9861111111111112,0.9722222222222222,0.8194444444444444
208,1.0,0.8472222222222222,0.7083333333333334
209,0.9444444444444444,0.9861111111111112,0.7916666666666666
210,0.9722222222222222,1.0,0.9861111111111112
211,0.8611111111111112,0.9861111111111112,0.8333333333333334
212,0.9444444444444444,1.0,0.3472222222222222
213,1.0,1.0,0.7916666666666666
214,1.0,0.9444444444444444,0.875
215,1.0,0.7638888888888888,0.9444444444444444
216,1.0,0.7777777777777778,0.7916666666666666
217,0.9722222222222222,0.8194444444444444,0.6805555555555556
218,0.9861111111111112,0.8194444444444444,0.7638888888888888
219,1.0,0.7222222222222222,0.75
220,1.0,1.0,0.6527777777777778
221,1.0,0.8194444444444444,0.6527777777777778
222,0.8888888888888888,0.9166666666666666,0.3333333333333333
223,0.9583333333333334,0.6527777777777778,0.7916666666666666
224,0.875,1.0,0.18055555555555555
225,0.9722222222222222,1.0,0.625
226,0.9722222222222222,1.0,0.2916666666666667
227,1.0,1.0,0.6805555555555556
228,1.0,0.9861111111111112,0.4166666666666667
229,0.9861111111111112,0.9444444444444444,0.8472222222222222
231,1.0,0.9861111111111112,1.0
232,0.9861111111111112,0.9027777777777778,0.9166666666666666
233,1.0,0.7222222222222222,0.8888888888888888
234,0.0,0.0,0.0
235,0.9027777777777778,1.0,0.375
236,0.875,0.9722222222222222,0.5555555555555556
237,1.0,0.5416666666666666,0.875
239,1.0,0.5416666666666666,0.7222222222222222
240,1.0,0.7083333333333334,0.7638888888888888
241,1.0,0.6527777777777778,0.8333333333333334
242,0.9027777777777778,1.0,0.4027777777777778
243,0.9583333333333334,1.0,0.4027777777777778
244,0.9444444444444444,1.0,0.2361111111111111
245,1.0,0.6805555555555556,0.8055555555555556
246,1.0,0.8611111111111112,0.5972222222222222
247,0.8611111111111112,1.0,0.5
248,0.9583333333333334,1.0,0.4444444444444444
249,1.0,1.0,0.4305555555555556
251,1.0,0.875,0.7222222222222222
252,0.9722222222222222,1.0,0.7916666666666666
253,0.6805555555555556,0.9583333333333334,0.5833333333333334
254,0.8888888888888888,1.0,0.5277777777777778
256,0.9305555555555556,0.9166666666666666,0.7222222222222222
257,0.875,0.9722222222222222,0.5416666666666666
258,1.0,1.0,0.9027777777777778
259,1.0,1.0,0.6666666666666666
260,0.9444444444444444,1.0,0.5277777777777778
261,1.0,1.0,0.6388888888888888
262,0.9166666666666666,1.0,0.4583333333333333
263,0.9722222222222222,1.0,0.5277777777777778
264,1.0,1.0,0.25
