,HlyAirTmp (F),HlyRelHum (%),HlyWindSpd (MPH)
153,1.0,0.9444444444444444,0.9027777777777778
155,0.875,1.0,0.5
157,0.7083333333333334,0.9583333333333334,0.7361111111111112
158,0.8611111111111112,0.9444444444444444,0.9861111111111112
159,1.0,0.9444444444444444,0.9583333333333334
160,0.9583333333333334,0.9166666666666666,0.9583333333333334
163,1.0,0.9444444444444444,1.0
165,1.0,1.0,0.8611111111111112
169,1.0,1.0,0.9166666666666666
170,0.75,0.9583333333333334,0.75
171,1.0,1.0,0.7777777777777778
173,1.0,0.7083333333333334,0.9583333333333334
174,0.9583333333333334,1.0,0.8888888888888888
175,1.0,0.7916666666666666,0.9861111111111112
178,0.7361111111111112,0.9861111111111112,0.875
179,1.0,1.0,0.9583333333333334
181,1.0,0.9861111111111112,0.9444444444444444
182,1.0,1.0,1.0
183,1.0,0.9861111111111112,0.4722222222222222
184,1.0,0.8611111111111112,1.0
187,0.7916666666666666,0.9305555555555556,0.7361111111111112
191,0.7916666666666666,1.0,0.7361111111111112
192,1.0,0.9444444444444444,0.9444444444444444
193,0.9722222222222222,1.0,0.9861111111111112
194,0.8472222222222222,1.0,0.6805555555555556
195,0.9027777777777778,1.0,1.0
197,1.0,0.875,0.7083333333333334
198,1.0,1.0,0.75
199,1.0,0.9027777777777778,1.0
200,0.9861111111111112,1.0,0.9861111111111112
202,1.0,1.0,0.7638888888888888
204,1.0,0.9722222222222222,0.8472222222222222
205,0.9861111111111112,1.0,0.9583333333333334
206,0.9305555555555556,1.0,0.75
207,1.0,1.0,1.0
208,1.0,1.0,0.9444444444444444
209,0.9861111111111112,1.0,0.9722222222222222
210,0.9861111111111112,1.0,1.0
211,0.9583333333333334,1.0,0.9166666666666666
212,0.7777777777777778,1.0,0.5138888888888888
213,0.8472222222222222,1.0,1.0
214,0.9722222222222222,1.0,0.9861111111111112
215,1.0,0.9166666666666666,0.9861111111111112
216,1.0,0.8194444444444444,0.8194444444444444
217,0.9722222222222222,1.0,0.6805555555555556
218,0.9861111111111112,0.9583333333333334,0.9305555555555556
219,1.0,0.875,1.0
220,1.0,1.0,0.8055555555555556
221,1.0,0.875,0.7361111111111112
222,0.9027777777777778,0.9166666666666666,0.875
223,0.9722222222222222,0.8194444444444444,0.9861111111111112
224,1.0,1.0,0.7083333333333334
225,1.0,1.0,0.8888888888888888
226,0.8472222222222222,1.0,0.4444444444444444
227,0.8472222222222222,1.0,0.9722222222222222
228,1.0,1.0,0.8888888888888888
229,0.9305555555555556,1.0,1.0
231,0.9166666666666666,1.0,1.0
232,0.9722222222222222,1.0,1.0
233,1.0,0.8333333333333334,0.9861111111111112
234,0.0,0.0,0.0
235,0.8888888888888888,1.0,0.4861111111111111
236,1.0,1.0,0.9166666666666666
237,1.0,0.8472222222222222,0.9861111111111112
239,0.5138888888888888,1.0,0.7361111111111112
240,0.8888888888888888,1.0,0.8055555555555556
241,0.9861111111111112,1.0,0.9166666666666666
242,0.9027777777777778,1.0,0.5555555555555556
243,0.8333333333333334,1.0,0.4861111111111111
244,0.8055555555555556,1.0,0.4305555555555556
245,1.0,0.8611111111111112,0.9444444444444444
246,1.0,1.0,0.8888888888888888
247,0.8472222222222222,1.0,0.6527777777777778
248,0.9722222222222222,1.0,0.5833333333333334
249,0.7638888888888888,1.0,0.8055555555555556
251,1.0,1.0,1.0
252,0.9444444444444444,1.0,1.0
253,0.7361111111111112,0.9583333333333334,0.8888888888888888
254,0.9722222222222222,1.0,0.75
256,1.0,1.0,0.7916666666666666
257,0.9444444444444444,1.0,0.6805555555555556
258,0.9444444444444444,1.0,0.9722222222222222
259,0.9722222222222222,1.0,0.9861111111111112
260,0.9722222222222222,1.0,0.75
261,1.0,1.0,0.7222222222222222
262,0.8888888888888888,1.0,0.625
263,0.9722222222222222,1.0,0.7638888888888888
264,0.9722222222222222,1.0,0.625
