,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (°),HlyWindSpd (MPH)
169,1.0,1.0,0.9861111111111112,1.0,1.0,0.0,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.9166666666666666
170,0.8472222222222222,0.9583333333333334,0.9444444444444444,0.9583333333333334,0.9305555555555556,0.0,1.0,0.9583333333333334,0.5694444444444444,1.0,0.9861111111111112,1.0,0.9861111111111112,0.6666666666666666
171,0.9166666666666666,0.9722222222222222,1.0,0.8888888888888888,0.9722222222222222,0.0,1.0,1.0,0.6111111111111112,1.0,0.9722222222222222,1.0,1.0,0.7222222222222222
173,0.9861111111111112,1.0,0.9861111111111112,0.9722222222222222,0.9861111111111112,0.0,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,1.0,0.9861111111111112
174,1.0,0.8055555555555556,0.9722222222222222,0.9861111111111112,1.0,0.0,1.0,1.0,0.6944444444444444,1.0,1.0,0.9027777777777778,1.0,0.7777777777777778
175,1.0,0.875,1.0,0.8888888888888888,0.0,0.9444444444444444,1.0,0.9583333333333334,1.0,1.0,1.0,0.8611111111111112,1.0,0.9444444444444444
178,0.9444444444444444,0.9861111111111112,0.8888888888888888,1.0,0.8888888888888888,0.0,1.0,0.9861111111111112,0.5138888888888888,1.0,1.0,1.0,1.0,0.7083333333333334
179,1.0,0.9722222222222222,1.0,1.0,1.0,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,0.9722222222222222,0.9444444444444444
181,1.0,0.9722222222222222,0.9861111111111112,0.8888888888888888,0.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.9861111111111112,0.9027777777777778
182,1.0,1.0,0.9861111111111112,1.0,1.0,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,0.9861111111111112,1.0
183,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,0.4444444444444444
184,1.0,0.6805555555555556,0.9861111111111112,1.0,1.0,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.6527777777777778,1.0,0.9583333333333334
187,0.9027777777777778,0.9305555555555556,0.7638888888888888,1.0,0.8611111111111112,0.0,1.0,0.9305555555555556,0.6388888888888888,1.0,1.0,1.0,1.0,0.6527777777777778
191,0.9444444444444444,1.0,0.9166666666666666,0.9861111111111112,0.9444444444444444,0.0,1.0,1.0,0.4305555555555556,1.0,1.0,1.0,1.0,0.6805555555555556
192,1.0,0.9861111111111112,1.0,0.9722222222222222,1.0,0.0,1.0,0.9722222222222222,0.9722222222222222,1.0,1.0,1.0,1.0,0.9861111111111112
193,0.8333333333333334,1.0,0.9583333333333334,1.0,0.9305555555555556,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
194,0.8472222222222222,1.0,0.7777777777777778,1.0,0.8472222222222222,0.0,1.0,1.0,0.625,1.0,0.9722222222222222,1.0,1.0,0.7083333333333334
195,0.8472222222222222,1.0,0.9722222222222222,1.0,0.9583333333333334,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,0.9861111111111112,0.9583333333333334
197,1.0,0.9305555555555556,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0,0.9027777777777778,0.7083333333333334,1.0,1.0,1.0,0.9583333333333334,0.7777777777777778
198,1.0,0.875,0.6388888888888888,1.0,0.7083333333333334,0.0,1.0,1.0,0.7916666666666666,1.0,1.0,0.9305555555555556,1.0,0.7083333333333334
199,1.0,0.9305555555555556,1.0,1.0,0.9861111111111112,0.0,1.0,0.9444444444444444,1.0,0.5416666666666666,1.0,1.0,1.0,1.0
200,1.0,0.9166666666666666,0.9305555555555556,0.9305555555555556,0.9583333333333334,0.0,1.0,1.0,0.9861111111111112,1.0,1.0,0.9861111111111112,1.0,1.0
202,0.9861111111111112,1.0,0.9722222222222222,0.9027777777777778,0.9861111111111112,0.0,0.9722222222222222,0.9305555555555556,0.6666666666666666,1.0,0.9861111111111112,1.0,0.9861111111111112,0.7083333333333334
204,1.0,0.9722222222222222,0.8333333333333334,0.9027777777777778,0.8333333333333334,0.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.7222222222222222
205,0.9861111111111112,1.0,0.9861111111111112,1.0,0.9444444444444444,0.0,1.0,1.0,0.9305555555555556,1.0,1.0,1.0,1.0,0.9861111111111112
206,0.8194444444444444,1.0,0.7222222222222222,0.9861111111111112,0.7916666666666666,0.0,1.0,1.0,0.6527777777777778,1.0,0.9861111111111112,1.0,1.0,0.7222222222222222
207,1.0,0.9444444444444444,1.0,1.0,0.9722222222222222,0.0,1.0,1.0,0.8472222222222222,1.0,1.0,0.9722222222222222,0.9027777777777778,0.9583333333333334
208,0.9861111111111112,0.9305555555555556,0.9583333333333334,1.0,0.9722222222222222,0.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.9583333333333334,1.0,0.9305555555555556
209,0.875,1.0,0.9305555555555556,1.0,0.9444444444444444,0.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9861111111111112,0.9305555555555556
210,1.0,1.0,0.9861111111111112,1.0,0.9861111111111112,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861111111111112,1.0
211,1.0,1.0,0.9305555555555556,1.0,0.9166666666666666,0.0,1.0,1.0,0.9722222222222222,0.9444444444444444,1.0,1.0,1.0,0.9444444444444444
212,0.8194444444444444,1.0,0.6527777777777778,1.0,0.8055555555555556,0.0,1.0,1.0,0.4027777777777778,1.0,1.0,1.0,0.9722222222222222,0.5694444444444444
213,0.7916666666666666,1.0,0.9722222222222222,0.9861111111111112,0.9583333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.8611111111111112
214,0.9583333333333334,1.0,0.9305555555555556,1.0,0.9722222222222222,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861111111111112
215,1.0,0.8888888888888888,0.4722222222222222,0.9861111111111112,0.4166666666666667,0.0,1.0,0.9861111111111112,0.9166666666666666,1.0,1.0,0.9305555555555556,1.0,0.7361111111111112
216,1.0,0.8194444444444444,0.9444444444444444,0.9444444444444444,0.9305555555555556,0.0,1.0,1.0,0.7916666666666666,1.0,1.0,0.8333333333333334,0.9583333333333334,0.7916666666666666
217,0.9861111111111112,0.8888888888888888,0.6388888888888888,1.0,0.6805555555555556,0.0,0.9583333333333334,1.0,0.75,0.5138888888888888,1.0,0.9583333333333334,1.0,0.9305555555555556
218,1.0,0.9305555555555556,0.9305555555555556,0.9722222222222222,0.9722222222222222,0.0,1.0,0.9722222222222222,0.9027777777777778,1.0,1.0,0.9861111111111112,1.0,0.9027777777777778
219,1.0,0.8055555555555556,0.7222222222222222,1.0,0.6111111111111112,0.0,1.0,0.9583333333333334,1.0,1.0,1.0,0.7916666666666666,1.0,0.9305555555555556
220,1.0,1.0,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6944444444444444,1.0,0.7361111111111112
221,1.0,0.8611111111111112,0.8055555555555556,0.9166666666666666,0.9027777777777778,0.0,1.0,0.9027777777777778,0.7361111111111112,1.0,1.0,0.8888888888888888,1.0,0.8194444444444444
222,0.8333333333333334,0.9166666666666666,0.6527777777777778,1.0,0.7638888888888888,0.0,1.0,0.9166666666666666,0.5972222222222222,1.0,0.9861111111111112,1.0,1.0,0.4305555555555556
223,0.9722222222222222,0.8194444444444444,1.0,1.0,1.0,0.0,1.0,0.9722222222222222,0.8611111111111112,1.0,1.0,0.7638888888888888,0.9861111111111112,0.9583333333333334
224,0.9583333333333334,1.0,0.7916666666666666,1.0,0.8611111111111112,0.0,1.0,1.0,0.625,1.0,1.0,1.0,0.9722222222222222,0.6805555555555556
225,0.8611111111111112,1.0,0.9027777777777778,0.9027777777777778,0.8888888888888888,0.0,1.0,1.0,0.7361111111111112,1.0,0.9861111111111112,0.9861111111111112,1.0,0.8611111111111112
226,0.9722222222222222,1.0,0.5833333333333334,1.0,0.7916666666666666,0.0,1.0,0.9861111111111112,0.4166666666666667,1.0,1.0,1.0,0.9305555555555556,0.5694444444444444
227,0.9166666666666666,1.0,0.9722222222222222,1.0,0.9583333333333334,0.0,1.0,1.0,0.9305555555555556,1.0,1.0,1.0,1.0,0.875
228,0.9583333333333334,1.0,0.9722222222222222,1.0,0.9583333333333334,0.0,1.0,1.0,0.7083333333333334,1.0,1.0,1.0,0.9861111111111112,0.8888888888888888
229,0.9722222222222222,1.0,0.9444444444444444,1.0,0.9305555555555556,0.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,0.9444444444444444,1.0
231,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
232,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
233,1.0,0.8611111111111112,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9027777777777778,0.9861111111111112,1.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.9305555555555556,0.9861111111111112,0.6944444444444444,1.0,0.0,0.7916666666666666,1.0,1.0,0.4027777777777778,1.0,1.0,1.0,1.0,0.4722222222222222
236,0.9444444444444444,1.0,0.7777777777777778,0.9861111111111112,0.7777777777777778,0.0,1.0,1.0,0.5972222222222222,1.0,1.0,1.0,0.9861111111111112,0.9444444444444444
237,1.0,0.75,0.9722222222222222,0.8055555555555556,0.9722222222222222,0.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.9027777777777778,0.9583333333333334,0.9861111111111112
239,1.0,0.8194444444444444,0.9861111111111112,1.0,0.9444444444444444,0.0,1.0,0.9861111111111112,0.7222222222222222,1.0,1.0,1.0,1.0,0.7916666666666666
240,1.0,0.9166666666666666,0.9583333333333334,1.0,0.875,0.0,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,0.9444444444444444
241,1.0,0.6805555555555556,0.8611111111111112,1.0,0.9722222222222222,0.0,1.0,1.0,0.9027777777777778,1.0,1.0,0.7083333333333334,0.9722222222222222,0.875
242,0.9444444444444444,1.0,0.5555555555555556,1.0,0.8194444444444444,0.0,1.0,1.0,0.4305555555555556,1.0,1.0,0.9861111111111112,0.9722222222222222,0.4583333333333333
243,0.7083333333333334,1.0,0.5277777777777778,1.0,0.7361111111111112,0.0,0.9861111111111112,1.0,0.4166666666666667,1.0,1.0,0.9861111111111112,0.9583333333333334,0.4166666666666667
244,0.9861111111111112,1.0,0.7916666666666666,1.0,0.8611111111111112,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.9861111111111112,1.0,0.5
245,1.0,0.7916666666666666,0.9861111111111112,0.9444444444444444,0.9444444444444444,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,0.8055555555555556,0.9861111111111112,0.9027777777777778
246,1.0,1.0,0.9861111111111112,1.0,0.9861111111111112,0.0,1.0,1.0,0.7222222222222222,1.0,1.0,1.0,0.8194444444444444,0.5833333333333334
247,0.9722222222222222,1.0,0.7222222222222222,0.9861111111111112,0.8472222222222222,0.0,1.0,1.0,0.5138888888888888,1.0,1.0,0.9861111111111112,0.9861111111111112,0.5555555555555556
248,0.7916666666666666,0.9861111111111112,0.8055555555555556,0.9722222222222222,0.75,0.0,1.0,1.0,0.5277777777777778,1.0,1.0,0.9861111111111112,1.0,0.5
249,0.9166666666666666,0.9861111111111112,0.8888888888888888,0.9861111111111112,0.7777777777777778,0.0,1.0,1.0,0.4444444444444444,1.0,1.0,0.9861111111111112,1.0,0.5
251,1.0,1.0,0.9722222222222222,1.0,0.9305555555555556,0.0,1.0,1.0,0.875,1.0,1.0,1.0,0.9722222222222222,0.8472222222222222
252,1.0,1.0,0.9861111111111112,1.0,0.9583333333333334,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,0.9722222222222222,1.0
253,0.8194444444444444,0.9583333333333334,0.9305555555555556,1.0,0.9166666666666666,0.0,1.0,0.9583333333333334,0.8055555555555556,1.0,1.0,1.0,0.9861111111111112,0.7916666666666666
254,0.9166666666666666,1.0,0.8333333333333334,1.0,0.9027777777777778,0.0,1.0,1.0,0.6527777777777778,1.0,1.0,1.0,0.9861111111111112,0.6805555555555556
256,1.0,0.9861111111111112,0.8888888888888888,1.0,0.0,0.9861111111111112,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75
257,1.0,1.0,0.8611111111111112,1.0,0.9861111111111112,0.0,1.0,0.9722222222222222,0.6944444444444444,0.0,1.0,1.0,1.0,0.6388888888888888
258,1.0,1.0,1.0,1.0,0.9444444444444444,0.0,1.0,1.0,0.9305555555555556,1.0,1.0,1.0,0.9861111111111112,0.9583333333333334
259,0.9722222222222222,0.9861111111111112,0.7916666666666666,0.9444444444444444,0.7638888888888888,0.0,1.0,1.0,0.9027777777777778,1.0,1.0,0.9722222222222222,0.9861111111111112,0.7777777777777778
260,0.8888888888888888,1.0,0.8472222222222222,1.0,0.8472222222222222,0.0,1.0,1.0,0.625,1.0,1.0,1.0,0.9861111111111112,0.8333333333333334
261,0.8611111111111112,1.0,0.875,1.0,0.8611111111111112,0.0,1.0,1.0,0.2638888888888889,1.0,0.9444444444444444,1.0,1.0,0.8611111111111112
262,0.8888888888888888,1.0,0.8611111111111112,1.0,0.8472222222222222,0.0,1.0,1.0,0.5555555555555556,1.0,1.0,1.0,0.9444444444444444,0.5416666666666666
263,0.8888888888888888,1.0,0.7361111111111112,0.9027777777777778,0.7777777777777778,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.7361111111111112
264,1.0,1.0,0.9722222222222222,1.0,0.9444444444444444,0.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,0.625
